;;;;;;;;;SCA;SCA;SCA Types;SCA Types;SCA Types;SCA Types;SCA Types;SCA Types;GCA;GCA;GCA Types;GCA Types;GCA Types;GCA Types;GCA Types;GCA Types;GCA Types;
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;SCA;SCA90;PassLive;PassDead;Drib;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;Drib;Sh;Fld;Def;OG;Matches
83;Sofyan Amrabat\Sofyan-Amrabat;ma MAR;MF;Hellas Verona;it Serie A;22;1996;32.4;75;2.31;63;0;5;0;4;3;5;0.15;4;0;0;0;1;0;0;Matches
84;Joachim Andersen\Joachim-Andersen;dk DEN;DF;Lyon;fr Ligue 1;23;1996;17.0;12;0.71;12;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
85;Djavan Anderson\Djavan-Anderson;nl NED;DFMF;Lazio;it Serie A;24;1995;1.9;2;1.08;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
86;Felipe Anderson\Felipe-Anderson;br BRA;MFFW;West Ham;eng Premier League;26;1993;16.6;58;3.49;44;2;5;3;3;1;8;0.48;7;0;1;0;0;0;0;Matches
87;Sebastian Andersson\Sebastian-Andersson;se SWE;FW;Union Berlin;de Bundesliga;28;1991;29.8;48;1.61;35;0;4;5;2;1;9;0.30;2;0;2;4;0;0;1;Matches
88;Florin Andone\Florin-Andone;ro ROU;MFFW;Brighton;eng Premier League;26;1993;0.8;1;1.23;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
89;Benjamin André\Benjamin-Andre;fr FRA;MF;Lille;fr Ligue 1;28;1990;22.8;43;1.88;34;0;3;1;1;4;5;0.22;4;0;0;0;0;1;0;Matches
90;Lorenzo Andrenacci\Lorenzo-Andrenacci;it ITA;GK;Brescia;it Serie A;24;1995;5.9;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
91;Robert Andrich\Robert-Andrich;de GER;MF;Union Berlin;de Bundesliga;24;1994;28.6;79;2.76;54;5;4;9;5;2;6;0.21;5;0;0;0;1;0;0;Matches
92;Victorien Angban\Victorien-Angban;ci CIV;MF;Metz;fr Ligue 1;22;1996;11.4;11;0.96;10;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
93;Miguel Ángel Guerrero\Miguel-Angel-Guerrero;es ESP;FW;Leganés;es La Liga;29;1990;8.8;18;2.05;14;0;1;0;3;0;2;0.23;1;0;0;0;1;0;0;Matches
94;Miguel Ángel Moyá\Miguel-Angel-Moya;es ESP;GK;Real Sociedad;es La Liga;35;1984;13.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
95;José Ángel\Jose-Angel;es ESP;DF;Eibar;es La Liga;29;1989;26.2;51;1.94;35;10;0;3;2;1;5;0.19;4;0;0;1;0;0;0;Matches
96;Angeliño\Angelino;es ESP;DF;Manchester City;eng Premier League;22;1997;4.7;14;2.98;13;0;1;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
97;Angeliño\Angelino;es ESP;DF;RB Leipzig;de Bundesliga;22;1997;12.2;39;3.21;24;10;4;1;0;0;5;0.41;3;1;1;0;0;0;0;Matches
98;Faustino Anjorin\Faustino-Anjorin;eng ENG;FW;Chelsea;eng Premier League;17;2001;0.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
99;Peter Ankersen\Peter-Ankersen;dk DEN;DF;Genoa;it Serie A;28;1990;11.8;21;1.78;17;0;3;1;0;0;1;0.08;1;0;0;0;0;0;0;Matches
100;Cristian Ansaldi\Cristian-Ansaldi;ar ARG;DFMF;Torino;it Serie A;32;1986;19.6;58;2.95;42;4;5;2;2;3;8;0.41;6;0;2;0;0;0;0;Matches
101;Janis Antiste\Janis-Antiste;fr FRA;MF;Toulouse;fr Ligue 1;16;2002;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
102;Michail Antonio\Michail-Antonio;eng ENG;FW;West Ham;eng Premier League;29;1990;19.6;59;3.00;31;1;15;5;6;1;7;0.36;2;0;2;2;1;0;0;Matches
103;Antoñito\Antonito;es ESP;DFMF;Valladolid;es La Liga;31;1987;11.4;19;1.66;16;1;0;0;0;2;0;0.00;0;0;0;0;0;0;0;Matches
104;Mirko Antonucci\Mirko-Antonucci;it ITA;FWMF;Roma;it Serie A;20;1999;0.9;2;2.20;1;0;0;0;0;1;0;0.00;0;0;0;0;0;0;0;Matches
105;Vitorino Antunes\Vitorino-Antunes;pt POR;MF;Getafe;es La Liga;32;1987;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
106;Christopher Antwi-Adjei\Christopher-Antwi-Adjei;gh GHA;MFFW;Paderborn 07;de Bundesliga;25;1994;27.4;80;2.91;53;8;9;2;7;1;5;0.18;3;1;1;0;0;0;0;Matches
107;Anuar\Anuar;ma MAR;MFFW;Valladolid;es La Liga;24;1995;2.1;2;0.95;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
108;Houssem Aouar\Houssem-Aouar;fr FRA;MF;Lyon;fr Ligue 1;21;1998;21.7;69;3.17;45;1;8;6;7;2;10;0.46;9;0;0;1;0;0;0;Matches
109;Adil Aouchiche\Adil-Aouchiche;fr FRA;MF;Paris S-G;fr Ligue 1;17;2002;0.7;1;1.41;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
110;Dennis Appiah\Dennis-Appiah;fr FRA;DF;Nantes;fr Ligue 1;27;1992;17.8;18;1.01;13;4;0;0;0;1;0;0.00;0;0;0;0;0;0;0;Matches
111;Mauro Arambarri\Mauro-Arambarri;uy URU;MF;Getafe;es La Liga;23;1995;34.1;37;1.09;19;7;2;4;5;0;4;0.12;3;1;0;0;0;0;0;Matches
112;Guilherme Arana\Guilherme-Arana;br BRA;DF;Atalanta;it Serie A;22;1997;0.9;2;2.25;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
113;Charles Aránguiz\Charles-Aranguiz;cl CHI;MF;Leverkusen;de Bundesliga;30;1989;23.5;43;1.83;38;1;0;0;2;1;5;0.21;4;0;0;0;0;0;1;Matches
114;Luiz Araújo\Luiz-Araujo;br BRA;FWMF;Lille;fr Ligue 1;23;1996;9.2;31;3.37;16;1;8;2;3;1;2;0.22;1;0;0;1;0;0;0;Matches
115;Néstor Araujo\Nestor-Araujo;mx MEX;DF;Celta Vigo;es La Liga;27;1991;32.1;7;0.22;4;0;1;2;0;0;3;0.09;2;0;0;1;0;0;0;Matches
116;Ronald Araújo\Ronald-Araujo;uy URU;DF;Barcelona;es La Liga;20;1999;2.6;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
117;Anaitz Arbilla\Anaitz-Arbilla;es ESP;DF;Eibar;es La Liga;32;1987;22.3;20;0.90;15;3;0;2;0;0;2;0.09;2;0;0;0;0;0;0;Matches
118;Alphonse Areola\Alphonse-Areola;fr FRA;GK;Real Madrid;es La Liga;26;1993;4.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
119;Alphonse Areola\Alphonse-Areola;fr FRA;GK;Paris S-G;fr Ligue 1;26;1993;3.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
120;Santiago Arias\Santiago-Arias;co COL;DF;Atlético Madrid;es La Liga;27;1992;12.0;21;1.76;18;2;0;1;0;0;2;0.17;2;0;0;0;0;0;0;Matches
121;Nicolò Armini\Nicolo-Armini;it ITA;DF;Lazio;it Serie A;18;2001;0.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
122;Stuart Armstrong\Stuart-Armstrong;sco SCO;MF;Southampton;eng Premier League;27;1992;19.1;50;2.62;37;0;4;4;3;2;9;0.47;5;0;1;2;0;1;0;Matches
123;José Arnaiz\Jose-Arnaiz;es ESP;FWMF;Osasuna;es La Liga;24;1995;8.8;15;1.71;10;0;0;1;4;0;2;0.23;1;0;0;0;1;0;0;Matches
124;José Arnaiz\Jose-Arnaiz;es ESP;MFFW;Leganés;es La Liga;24;1995;3.7;14;3.74;8;2;3;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
125;Maximilian Arnold\Maximilian-Arnold;de GER;MF;Wolfsburg;de Bundesliga;25;1994;31.3;121;3.86;51;49;4;8;8;1;13;0.41;5;5;0;2;1;0;0;Matches
126;Kepa Arrizabalaga\Kepa-Arrizabalaga;es ESP;GK;Chelsea;eng Premier League;24;1994;33.0;1;0.03;0;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
127;Kwadwo Asamoah\Kwadwo-Asamoah;gh GHA;DF;Inter;it Serie A;30;1988;7.1;16;2.25;16;0;0;0;0;0;3;0.42;3;0;0;0;0;0;0;Matches
128;Santiago Ascacíbar\Santiago-Ascacibar;ar ARG;MF;Hertha BSC;de Bundesliga;22;1997;7.0;4;0.57;4;0;0;0;0;0;1;0.14;1;0;0;0;0;0;0;Matches
129;Sergio Asenjo\Sergio-Asenjo;es ESP;GK;Villarreal;es La Liga;30;1989;34.0;3;0.09;2;1;0;0;0;0;1;0.03;1;0;0;0;0;0;0;Matches
130;Marco Asensio\Marco-Asensio;es ESP;FW;Real Madrid;es La Liga;23;1996;3.7;11;2.95;8;0;2;1;0;0;1;0.27;1;0;0;0;0;0;0;Matches
131;Kristoffer Askildsen\Kristoffer-Askildsen;no NOR;MF;Sampdoria;it Serie A;18;2001;0.8;5;5.92;3;0;2;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
132;Iago Aspas\Iago-Aspas;es ESP;FW;Celta Vigo;es La Liga;31;1987;36.2;107;2.95;76;1;10;5;11;4;12;0.33;6;0;4;0;2;0;0;Matches
133;Roger Assalé\Roger-Assale;ci CIV;FWMF;Leganés;es La Liga;25;1993;5.9;19;3.22;13;0;1;0;5;0;3;0.51;1;0;0;0;2;0;0;Matches
134;Miguel Atienza\Miguel-Atienza;es ESP;MF;Eibar;es La Liga;;;0.3;1;3.00;0;0;0;1;0;0;0;0.00;0;0;0;0;0;0;0;Matches
135;Christian Atsu\Christian-Atsu;gh GHA;FWMF;Newcastle Utd;eng Premier League;27;1992;8.3;23;2.76;17;2;2;0;1;1;3;0.36;2;1;0;0;0;0;0;Matches
136;Youcef Attal\Youcef-Attal;dz ALG;FWDF;Nice;fr Ligue 1;23;1996;11.1;32;2.87;18;0;9;1;3;1;2;0.18;1;0;0;0;1;0;0;Matches
137;Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang;ga GAB;FW;Arsenal;eng Premier League;30;1989;34.8;56;1.61;38;0;7;4;5;2;10;0.29;6;0;0;2;1;1;0;Matches
138;Emil Audero\Emil-Audero;it ITA;GK;Sampdoria;it Serie A;22;1997;36.0;2;0.06;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
139;Tommaso Augello\Tommaso-Augello;it ITA;DF;Sampdoria;it Serie A;24;1994;12.6;40;3.17;35;2;2;0;0;1;3;0.24;3;0;0;0;0;0;0;Matches
140;Jean-Kévin Augustin\Jean-Kevin-Augustin;fr FRA;FW;Monaco;fr Ligue 1;22;1997;3.0;7;2.37;2;0;1;0;4;0;2;0.68;0;0;0;0;2;0;0;Matches
141;Ludwig Augustinsson\Ludwig-Augustinsson;se SWE;DF;Werder Bremen;de Bundesliga;25;1994;10.3;20;1.95;15;4;0;0;1;0;1;0.10;1;0;0;0;0;0;0;Matches
142;Serge Aurier\Serge-Aurier;ci CIV;DF;Tottenham;eng Premier League;26;1992;30.0;49;1.63;43;2;2;0;0;1;6;0.20;4;0;1;0;0;0;1;Matches
143;Mathias Autret\Mathias-Autret;fr FRA;MFFW;Brest;fr Ligue 1;28;1991;13.6;57;4.20;36;14;2;2;1;2;6;0.44;5;0;0;1;0;0;0;Matches
144;Ezequiel Ávila\Ezequiel-Avila;ar ARG;FW;Osasuna;es La Liga;25;1994;17.7;50;2.83;29;0;7;5;7;2;7;0.40;3;0;1;0;2;1;0;Matches
145;Javier Avilés\Javier-Aviles;es ESP;MFFW;Leganés;es La Liga;21;1997;2.0;6;2.93;5;0;1;0;0;0;2;0.98;1;0;1;0;0;0;0;Matches
146;Chidozie Awaziem\Chidozie-Awaziem;ng NGA;DF;Leganés;es La Liga;22;1997;22.2;10;0.45;8;0;0;1;1;0;0;0.00;0;0;0;0;0;0;0;Matches
147;Taiwo Awoniyi\Taiwo-Awoniyi;ng NGA;FW;Mainz 05;de Bundesliga;21;1997;5.4;12;2.24;10;0;2;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
148;Florian Ayé\Florian-Aye;fr FRA;FWMF;Brescia;it Serie A;22;1997;15.3;30;1.96;16;1;4;6;3;0;1;0.07;0;0;0;0;1;0;0;Matches
149;Jordan Ayew\Jordan-Ayew;gh GHA;FWMF;Crystal Palace;eng Premier League;27;1991;35.0;68;1.94;43;0;11;1;11;2;7;0.20;3;0;3;0;1;0;0;Matches
150;Kaan Ayhan\Kaan-Ayhan;tr TUR;DF;Düsseldorf;de Bundesliga;24;1994;30.3;31;1.02;27;0;0;1;0;3;3;0.10;3;0;0;0;0;0;0;Matches
151;Ramon Azeez\Ramon-Azeez;ng NGA;MF;Granada;es La Liga;26;1992;15.1;17;1.12;11;1;0;2;1;2;1;0.07;1;0;0;0;0;0;0;Matches
152;César Azpilicueta\Cesar-Azpilicueta;es ESP;DF;Chelsea;eng Premier League;29;1989;35.9;80;2.23;71;2;1;2;3;1;7;0.20;6;1;0;0;0;0;0;Matches
153;Ludovic Baal\Ludovic-Baal;gf GUF;DF;Brest;fr Ligue 1;33;1986;9.2;20;2.18;17;1;1;0;1;0;1;0.11;1;0;0;0;0;0;0;Matches
154;Iddrisu Baba\Iddrisu-Baba;gh GHA;MF;Mallorca;es La Liga;23;1996;32.3;25;0.78;24;0;0;0;1;0;1;0.03;1;0;0;0;0;0;0;Matches
155;Khouma Babacar\Khouma-Babacar;sn SEN;FW;Lecce;it Serie A;26;1993;15.8;46;2.91;27;0;6;5;7;1;5;0.32;0;0;1;1;3;0;0;Matches
156;Carlos Bacca\Carlos-Bacca;co COL;FWMF;Villarreal;es La Liga;32;1986;7.6;12;1.57;7;0;3;0;2;0;2;0.26;1;0;0;0;1;0;0;Matches
157;Milan Badelj\Milan-Badelj;hr CRO;MF;Fiorentina;it Serie A;30;1989;17.6;44;2.50;36;2;2;0;3;1;1;0.06;1;0;0;0;0;0;0;Matches
158;Matthias Bader\Matthias-Bader;de GER;DF;Köln;de Bundesliga;22;1997;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
159;Bastian Badu\Bastian-Badu;fr FRA;FW;Montpellier;fr Ligue 1;19;2000;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
160;Alejandro Baena\Alejandro-Baena;es ESP;MF;Villarreal;es La Liga;18;2001;0.2;1;6.00;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
161;Stéphane Bahoken\Stephane-Bahoken;cm CMR;FW;Angers;fr Ligue 1;27;1992;10.1;21;2.08;16;0;0;3;1;1;3;0.30;2;0;0;1;0;0;0;Matches
162;Daniel Baier\Daniel-Baier;de GER;MF;Augsburg;de Bundesliga;35;1984;21.6;33;1.53;27;0;1;1;3;1;4;0.19;3;0;0;0;1;0;0;Matches
163;Leon Bailey\Leon-Bailey;jm JAM;FWMF;Leverkusen;de Bundesliga;21;1997;12.1;41;3.39;22;10;3;4;2;0;8;0.66;4;2;0;1;1;0;0;Matches
164;Eric Bailly\Eric-Bailly;ci CIV;DF;Manchester Utd;eng Premier League;25;1994;1.7;1;0.60;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
165;Dénys Bain\Denys-Bain;fr FRA;DF;Brest;fr Ligue 1;26;1993;14.1;4;0.28;4;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
166;Leighton Baines\Leighton-Baines;eng ENG;DF;Everton;eng Premier League;34;1984;4.5;12;2.67;8;3;0;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
167;Stefan Bajic\Stefan-Bajic;fr FRA;GK;Saint-Étienne;fr Ligue 1;17;2001;1.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
168;Tiemoué Bakayoko\Tiemoue-Bakayoko;fr FRA;MF;Monaco;fr Ligue 1;24;1994;19.1;30;1.57;18;0;3;2;5;2;3;0.16;2;0;1;0;0;0;0;Matches
169;Lewis Baker\Lewis-Baker;eng ENG;MF;Düsseldorf;de Bundesliga;24;1995;6.1;15;2.48;7;2;2;1;3;0;1;0.17;1;0;0;0;0;0;0;Matches
170;Mitchel Bakker\Mitchel-Bakker;nl NED;DF;Paris S-G;fr Ligue 1;19;2000;1.0;1;1.00;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
171;Ridle Baku\Ridle-Baku;de GER;DFMF;Mainz 05;de Bundesliga;21;1998;26.1;65;2.49;51;3;3;2;6;0;10;0.38;9;1;0;0;0;0;0;Matches
172;Fabián Balbuena\Fabian-Balbuena;py PAR;DF;West Ham;eng Premier League;27;1991;13.1;4;0.31;3;0;0;1;0;0;0;0.00;0;0;0;0;0;0;0;Matches
173;Keita Baldé\Keita-Balde;sn SEN;FWMF;Monaco;fr Ligue 1;24;1995;9.5;22;2.31;15;0;2;2;3;0;5;0.52;3;0;0;1;1;0;0;Matches
174;George Baldock\George-Baldock;eng ENG;DF;Sheffield Utd;eng Premier League;26;1993;38.0;65;1.71;52;4;6;0;3;0;6;0.16;4;0;1;0;1;0;0;Matches
175;Gareth Bale\Gareth-Bale;wal WAL;FWMF;Real Madrid;es La Liga;30;1989;12.1;33;2.73;21;2;5;3;2;0;7;0.58;6;0;0;1;0;0;0;Matches
176;Mikel Balenziaga\Mikel-Balenziaga;es ESP;DF;Athletic Club;es La Liga;31;1988;6.3;2;0.32;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
177;Leonardo Balerdi\Leonardo-Balerdi;ar ARG;DFMF;Dortmund;de Bundesliga;20;1999;1.5;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
178;Marco Ballarini\Marco-Ballarini;it ITA;MF;Udinese;it Serie A;18;2001;0.0;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
179;Fodé Ballo-Touré\Fode-Ballo-Toure;fr FRA;DF;Monaco;fr Ligue 1;22;1997;18.7;27;1.45;17;3;3;1;2;1;0;0.00;0;0;0;0;0;0;0;Matches
180;Florent Balmont\Florent-Balmont;fr FRA;MF;Dijon;fr Ligue 1;39;1980;4.5;9;2.02;5;2;0;2;0;0;0;0.00;0;0;0;0;0;0;0;Matches
181;Mario Balotelli\Mario-Balotelli;it ITA;FW;Brescia;it Serie A;28;1990;15.6;33;2.12;17;0;2;8;6;0;1;0.06;1;0;0;0;0;0;0;Matches
182;Abdoulaye Bamba\Abdoulaye-Bamba;ci CIV;DF;Angers;fr Ligue 1;29;1990;6.2;3;0.49;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
183;Jonathan Bamba\Jonathan-Bamba;fr FRA;FWMF;Lille;fr Ligue 1;23;1996;21.5;77;3.58;45;12;8;7;4;1;7;0.33;5;0;0;1;1;0;0;Matches
184;Éver Banega\Ever-Banega;ar ARG;MF;Sevilla;es La Liga;31;1988;27.5;116;4.22;67;37;3;2;6;1;12;0.44;7;3;1;0;1;0;0;Matches
185;Mattia Bani\Mattia-Bani;it ITA;DF;Bologna;it Serie A;25;1993;24.5;8;0.33;8;0;0;0;0;0;1;0.04;1;0;0;0;0;0;0;Matches
186;Antonín Barák\Antonin-Barak;cz CZE;MF;Udinese;it Serie A;24;1994;2.2;6;2.78;5;1;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
187;Antonín Barák\Antonin-Barak;cz CZE;MF;Lecce;it Serie A;24;1994;15.2;42;2.76;38;0;1;1;1;1;5;0.33;4;0;1;0;0;0;0;Matches
188;Federico Barba\Federico-Barba;it ITA;DF;Valladolid;es La Liga;25;1993;5.0;3;0.60;2;0;0;0;1;0;1;0.20;1;0;0;0;0;0;0;Matches
189;Danilo Barbosa\Danilo-Barbosa;br BRA;DFMF;Nice;fr Ligue 1;23;1996;12.5;18;1.44;16;0;0;0;1;1;1;0.08;1;0;0;0;0;0;0;Matches
190;Melvin Bard\Melvin-Bard;fr FRA;DF;Lyon;fr Ligue 1;18;2000;0.5;2;4.00;2;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
191;Enis Bardhi\Enis-Bardhi;mk MKD;MF;Levante;es La Liga;24;1995;23.5;68;2.89;40;11;7;5;3;2;10;0.43;4;0;2;2;1;1;0;Matches
192;Phil Bardsley\Phil-Bardsley;sco SCO;DF;Burnley;eng Premier League;34;1985;21.0;20;0.95;11;3;0;2;0;4;1;0.05;0;0;0;0;0;1;0;Matches
193;Nicolò Barella\Nicolo-Barella;it ITA;MF;Inter;it Serie A;22;1997;22.4;55;2.46;47;0;3;2;3;0;5;0.22;4;0;0;0;1;0;0;Matches
194;Philipp Bargfrede\Philipp-Bargfrede;de GER;MF;Werder Bremen;de Bundesliga;30;1989;6.5;5;0.77;5;0;0;0;0;0;1;0.15;1;0;0;0;0;0;0;Matches
195;Antonino Barillà\Antonino-Barilla;it ITA;MF;Parma;it Serie A;31;1988;18.8;22;1.17;16;3;0;0;2;0;4;0.21;3;0;0;0;0;0;1;Matches
196;Kike Barja\Kike-Barja;es ESP;MFFW;Osasuna;es La Liga;22;1997;3.5;10;2.88;8;0;1;1;0;0;2;0.58;2;0;0;0;0;0;0;Matches
197;Ross Barkley\Ross-Barkley;eng ENG;MF;Chelsea;eng Premier League;25;1993;12.3;47;3.83;31;1;6;5;3;1;5;0.41;4;0;0;1;0;0;0;Matches
198;Aymen Barkok\Aymen-Barkok;ma MAR;FWMF;Düsseldorf;de Bundesliga;21;1998;0.9;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
199;Ashley Barnes\Ashley-Barnes;eng ENG;FW;Burnley;eng Premier League;29;1989;15.0;21;1.40;12;0;1;1;5;2;2;0.13;0;0;0;0;1;1;0;Matches
200;Harvey Barnes\Harvey-Barnes;eng ENG;MFFW;Leicester City;eng Premier League;21;1997;23.1;77;3.33;59;0;8;5;5;0;15;0.65;12;0;2;1;0;0;0;Matches
201;Antonio Barragán\Antonio-Barragan;es ESP;DF;Betis;es La Liga;32;1987;7.1;19;2.67;16;1;2;0;0;0;3;0.42;2;0;1;0;0;0;0;Matches
202;Antonio Barreca\Antonio-Barreca;it ITA;DFMF;Genoa;it Serie A;24;1995;12.2;14;1.15;10;3;0;1;0;0;1;0.08;1;0;0;0;0;0;0;Matches
203;Leandro Barreiro Martins\Leandro-Barreiro-Martins;lu LUX;MF;Mainz 05;de Bundesliga;19;2000;10.4;14;1.34;12;1;0;0;1;0;3;0.29;3;0;0;0;0;0;0;Matches
204;Ander Barrenetxea\Ander-Barrenetxea;es ESP;FWMF;Real Sociedad;es La Liga;17;2001;4.9;19;3.87;17;0;2;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
205;Édgar Barreto\Edgar-Barreto;py PAR;MF;Sampdoria;it Serie A;35;1984;1.0;2;2.00;1;0;0;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
206;Musa Barrow\Musa-Barrow;gm GAM;FW;Bologna;it Serie A;20;1998;15.0;81;5.38;48;9;16;6;2;0;6;0.40;4;0;1;1;0;0;0;Matches
207;Musa Barrow\Musa-Barrow;gm GAM;FWMF;Atalanta;it Serie A;20;1998;2.1;12;5.68;7;0;2;2;1;0;2;0.95;2;0;0;0;0;0;0;Matches
208;Fin Bartels\Fin-Bartels;de GER;FWMF;Werder Bremen;de Bundesliga;32;1987;3.8;11;2.91;10;0;0;1;0;0;0;0.00;0;0;0;0;0;0;0;Matches
209;Marc Bartra\Marc-Bartra;es ESP;DFMF;Betis;es La Liga;28;1991;28.0;12;0.43;10;0;0;2;0;0;1;0.04;0;0;0;1;0;0;0;Matches
210;Daniele Baselli\Daniele-Baselli;it ITA;MF;Torino;it Serie A;27;1992;14.2;29;2.04;18;10;0;0;0;1;2;0.14;1;1;0;0;0;0;0;Matches
211;Chris Basham\Chris-Basham;eng ENG;DF;Sheffield Utd;eng Premier League;31;1988;36.0;25;0.69;22;0;2;0;1;0;2;0.06;2;0;0;0;0;0;0;Matches
212;Toma Baši?\Toma-Basic;hr CRO;MF;Bordeaux;fr Ligue 1;22;1996;11.0;33;3.00;19;12;2;0;0;0;4;0.36;1;3;0;0;0;0;0;Matches
213;Thomas Basila\Thomas-Basila;fr FRA;DF;Nantes;fr Ligue 1;20;1999;4.6;1;0.22;1;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
214;Gil Bastião Dias\Gil-Bastiao-Dias;pt POR;DFMF;Granada;es La Liga;22;1996;4.0;14;3.54;9;1;1;1;0;2;3;0.76;2;0;0;0;0;1;0;Matches
215;Gil Bastião Dias\Gil-Bastiao-Dias;pt POR;DFMF;Monaco;fr Ligue 1;22;1996;11.7;31;2.64;18;2;3;5;2;1;2;0.17;0;0;0;1;1;0;0;Matches
216;Borja Bastón\Borja-Baston;es ESP;MFFW;Aston Villa;eng Premier League;26;1992;0.2;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
217;Alessandro Bastoni\Alessandro-Bastoni;it ITA;DF;Inter;it Serie A;20;1999;21.3;31;1.45;27;1;1;1;0;1;2;0.09;2;0;0;0;0;0;0;Matches
218;Bastos\Bastos;ao ANG;DF;Lazio;it Serie A;28;1991;8.5;7;0.82;3;0;3;0;1;0;0;0.00;0;0;0;0;0;0;0;Matches
219;Oliver Batista-Meier\Oliver-Batista-Meier;de GER;FW;Bayern Munich;de Bundesliga;18;2001;0.1;0;0.00;0;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
220;Michy Batshuayi\Michy-Batshuayi;be BEL;FW;Chelsea;eng Premier League;25;1993;2.7;7;2.64;5;0;1;1;0;0;3;1.13;2;0;0;1;0;0;0;Matches
221;Cristian Battocchio\Cristian-Battocchio;it ITA;MF;Brest;fr Ligue 1;27;1992;15.5;32;2.07;17;11;0;1;1;2;4;0.26;1;1;0;0;1;1;0;Matches
222;Oliver Baumann\Oliver-Baumann;de GER;GK;Hoffenheim;de Bundesliga;29;1990;30.0;3;0.10;3;0;0;0;0;0;0;0.00;0;0;0;0;0;0;0;Matches
223;Julian Baumgartlinger\Julian-Baumgartlinger;at AUT;MF;Leverkusen;de Bundesliga;31;1988;19.9;32;1.61;28;0;0;3;1;0;4;0.20;4;0;0;0;0;0;0;Matches
224;Christoph Baumgartner\Christoph-Baumgartner;at AUT;MFFW;Hoffenheim;de Bundesliga;19;1999;16.6;51;3.07;31;2;5;7;5;1;4;0.24;1;1;0;2;0;0;0;Matches
225;Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee;ng NGA;FW;Augsburg;de Bundesliga;22;1996;4.2;7;1.65;4;0;2;0;1;0;1;0.24;0;0;1;0;0;0;0;Matches
226;Ihlas Bebou\Ihlas-Bebou;tg TOG;FWMF;Hoffenheim;de Bundesliga;25;1994;23.4;58;2.48;40;1;7;3;6;1;7;0.30;2;1;1;2;1;0;0;Matches
227;Rodrigo Becão\Rodrigo-Becao;br BRA;DF;Udinese;it Serie A;23;1996;24.6;10;0.41;6;0;0;1;0;3;2;0.08;1;0;0;1;0;0;0;Matches
