;;;;;;;;;Tackles;Tackles;Tackles;Tackles;Tackles;Vs Dribbles;Vs Dribbles;Vs Dribbles;Vs Dribbles;Pressures;Pressures;Pressures;Pressures;Pressures;Pressures;Blocks;Blocks;Blocks;Blocks;;;;;
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Tkl;TklW;Def 3rd;Mid 3rd;Att 3rd;Tkl;Att;Tkl%;Past;Press;Succ;%;Def 3rd;Mid 3rd;Att 3rd;Blocks;Sh;ShSv;Pass;Int;Tkl+Int;Clr;Err;Matches
857;John Fleck\John-Fleck;sco SCO;MF;Sheffield Utd;eng Premier League;27;1991;28.0;38;24;17;15;6;18;74;24.3;56;551;146;26.5;151;289;111;44;3;0;41;20;58;24;0;Matches
858;Mark Flekken\Mark-Flekken;nl NED;GK;Freiburg;de Bundesliga;26;1993;10.0;0;0;0;0;0;0;1;0.0;1;1;0;0.0;1;0;0;0;0;0;0;0;0;0;1;Matches
859;Sergio Floccari\Sergio-Floccari;it ITA;FW;SPAL;it Serie A;37;1981;10.5;9;6;1;4;4;0;14;0.0;14;247;55;22.3;33;114;100;11;1;0;10;5;14;1;0;Matches
860;Alessandro Florenzi\Alessandro-Florenzi;it ITA;DFFW;Roma;it Serie A;28;1991;11.1;16;13;9;4;3;5;22;22.7;17;131;43;32.8;48;57;26;22;2;0;20;7;23;29;0;Matches
861;Alessandro Florenzi\Alessandro-Florenzi;it ITA;DF;Valencia;es La Liga;28;1991;8.4;12;10;8;4;0;9;25;36.0;16;105;21;20.0;51;39;15;17;1;0;16;10;22;17;0;Matches
862;Phil Foden\Phil-Foden;eng ENG;FWMF;Manchester City;eng Premier League;19;2000;10.0;16;9;5;8;3;7;17;41.2;10;253;74;29.2;43;105;105;9;0;0;9;3;19;3;0;Matches
863;Mamadou Fofana\Mamadou-Fofana;ml MLI;DFMF;Metz;fr Ligue 1;21;1998;17.6;56;36;36;18;2;16;38;42.1;22;292;95;32.5;141;134;17;34;11;0;23;17;73;84;1;Matches
864;Seko Fofana\Seko-Fofana;ci CIV;MF;Udinese;it Serie A;24;1995;25.0;21;12;10;9;2;6;33;18.2;27;378;89;23.5;136;175;67;27;1;0;26;16;37;21;0;Matches
865;Wesley Fofana\Wesley-Fofana;fr FRA;DF;Saint-Étienne;fr Ligue 1;18;2000;13.5;28;14;16;12;0;8;18;44.4;10;139;58;41.7;91;42;6;22;7;0;15;21;49;92;2;Matches
866;Youssouf Fofana\Youssouf-Fofana;fr FRA;MF;Strasbourg;fr Ligue 1;20;1999;11.2;23;14;11;9;3;7;30;23.3;23;235;78;33.2;67;133;35;15;0;0;15;11;34;15;0;Matches
867;Youssouf Fofana\Youssouf-Fofana;fr FRA;MF;Monaco;fr Ligue 1;20;1999;6.8;18;15;4;14;0;6;19;31.6;13;152;53;34.9;45;81;26;16;3;0;13;6;24;11;0;Matches
868;Thomas Foket\Thomas-Foket;be BEL;DF;Reims;fr Ligue 1;24;1994;27.0;55;36;31;17;7;24;45;53.3;21;300;103;34.3;138;117;45;37;5;0;32;23;78;84;1;Matches
869;Lamine Fomba\Lamine-Fomba;fr FRA;MF;Nîmes;fr Ligue 1;21;1998;15.3;54;31;11;34;9;14;42;33.3;28;430;121;28.1;110;240;80;37;3;0;34;17;71;20;0;Matches
870;José Fonte\Jose-Fonte;pt POR;DF;Lille;fr Ligue 1;35;1983;24.5;28;15;15;13;0;13;27;48.1;14;124;45;36.3;86;32;6;22;11;0;11;16;44;147;0;Matches
871;Pablo Fornals\Pablo-Fornals;es ESP;MFFW;West Ham;eng Premier League;23;1996;24.1;42;29;17;18;7;16;70;22.9;54;597;156;26.1;153;275;169;51;1;0;50;15;57;10;0;Matches
872;Emil Forsberg\Emil-Forsberg;se SWE;MFFW;RB Leipzig;de Bundesliga;27;1991;12.7;19;12;5;10;4;7;26;26.9;19;262;79;30.2;40;151;71;19;0;0;19;6;25;4;0;Matches
873;Hernâni Fortes\Hernani-Fortes;pt POR;MFFW;Levante;es La Liga;27;1991;7.3;4;3;3;0;1;0;3;0.0;3;70;14;20.0;25;30;15;12;0;0;12;4;8;6;0;Matches
874;Ben Foster\Ben-Foster;eng ENG;GK;Watford;eng Premier League;36;1983;38.0;0;0;0;0;0;0;3;0.0;3;9;0;0.0;9;0;0;1;0;0;1;0;0;1;2;Matches
875;Lyle Foster\Lyle-Foster;za RSA;FW;Monaco;fr Ligue 1;18;2000;0.7;0;0;0;0;0;0;1;0.0;1;16;4;25.0;5;7;4;0;0;0;0;0;0;1;0;Matches
876;Timothy Fosu-Mensah\Timothy-Fosu-Mensah;nl NED;DF;Manchester Utd;eng Premier League;21;1998;1.5;1;1;1;0;0;1;4;25.0;3;19;5;26.3;9;9;1;0;0;0;0;4;5;2;0;Matches
877;Dimitri Foulquier\Dimitri-Foulquier;fr FRA;MFDF;Watford;eng Premier League;26;1993;0.7;1;1;1;0;0;0;1;0.0;1;18;6;33.3;7;8;3;2;0;0;2;1;2;1;0;Matches
878;Dimitri Foulquier\Dimitri-Foulquier;fr FRA;DF;Granada;es La Liga;26;1993;12.4;23;8;12;9;2;13;19;68.4;6;198;58;29.3;91;83;24;24;2;0;22;5;28;39;0;Matches
879;Juan Foyth\Juan-Foyth;ar ARG;DF;Tottenham;eng Premier League;21;1998;0.8;7;4;5;1;1;2;3;66.7;1;14;5;35.7;10;4;0;2;0;0;2;3;10;4;0;Matches
880;Gianluca Frabotta\Gianluca-Frabotta;it ITA;DF;Juventus;it Serie A;20;1999;1.0;2;1;0;1;1;2;4;50.0;2;17;6;35.3;5;7;5;4;0;0;4;1;3;0;0;Matches
881;Raphael Framberger\Raphael-Framberger;de GER;DF;Augsburg;de Bundesliga;23;1995;13.1;46;24;26;16;4;21;36;58.3;15;192;57;29.7;91;83;18;35;11;2;24;11;57;38;0;Matches
882;Simon Francis\Simon-Francis;eng ENG;DF;Bournemouth;eng Premier League;34;1985;10.8;17;12;13;4;0;11;25;44.0;14;107;29;27.1;71;24;12;29;14;0;15;7;24;91;2;Matches
883;Mike Frantz\Mike-Frantz;de GER;MFDF;Freiburg;de Bundesliga;32;1986;3.9;5;4;2;3;0;1;7;14.3;6;79;19;24.1;27;39;13;6;4;0;2;1;6;9;0;Matches
884;Ryan Fraser\Ryan-Fraser;sco SCO;MFFW;Bournemouth;eng Premier League;25;1994;23.0;9;8;3;3;3;4;17;23.5;13;298;65;21.8;79;123;96;28;3;2;25;10;19;18;0;Matches
885;Fred\Fred;br BRA;MF;Manchester Utd;eng Premier League;26;1993;24.0;79;51;41;33;5;29;98;29.6;69;707;194;27.4;289;328;90;64;8;0;56;28;107;26;0;Matches
886;Ryan Fredericks\Ryan-Fredericks;eng ENG;DF;West Ham;eng Premier League;26;1992;24.9;86;48;63;15;8;33;65;50.8;32;325;97;29.8;196;85;44;42;9;1;33;20;106;91;0;Matches
887;Kieron Freeman\Kieron-Freeman;wal WAL;FW;Sheffield Utd;eng Premier League;27;1992;0.1;0;0;0;0;0;0;0;;0;2;0;0.0;0;1;1;0;0;0;0;0;0;0;0;Matches
888;Luke Freeman\Luke-Freeman;eng ENG;MF;Sheffield Utd;eng Premier League;27;1992;4.1;5;4;1;3;1;2;9;22.2;7;96;24;25.0;32;41;23;9;0;0;9;7;12;6;0;Matches
889;Remo Freuler\Remo-Freuler;ch SUI;MF;Atalanta;it Serie A;27;1992;26.0;63;48;30;26;7;21;81;25.9;60;590;193;32.7;171;306;113;60;6;0;54;21;84;37;0;Matches
890;Marco Friedl\Marco-Friedl;at AUT;DF;Werder Bremen;de Bundesliga;21;1998;24.3;69;44;45;20;4;28;60;46.7;32;370;107;28.9;219;111;40;56;7;0;49;31;100;94;0;Matches
891;Marvin Friedrich\Marvin-Friedrich;de GER;DF;Union Berlin;de Bundesliga;23;1995;31.0;52;35;34;16;2;17;45;37.8;28;409;154;37.7;231;163;15;63;25;0;38;36;88;161;0;Matches
892;Samúel Friðjónsson\Samuel-Fridjonsson;is ISL;MF;Paderborn 07;de Bundesliga;23;1996;2.1;3;2;2;1;0;2;4;50.0;2;30;8;26.7;14;13;3;4;1;0;3;2;5;7;1;Matches
893;Jorge de Frutos\Jorge-de-Frutos;es ESP;MFFW;Valladolid;es La Liga;22;1997;0.7;2;0;2;0;0;1;2;50.0;1;17;2;11.8;7;8;2;1;0;0;1;0;2;1;0;Matches
894;Christian Fuchs\Christian-Fuchs;at AUT;DF;Leicester City;eng Premier League;33;1986;8.6;15;9;8;7;0;8;23;34.8;15;144;45;31.3;88;51;5;29;3;0;26;14;29;39;1;Matches
895;Angelo Fulgini\Angelo-Fulgini;fr FRA;MF;Angers;fr Ligue 1;22;1996;17.5;33;23;11;18;4;12;31;38.7;19;297;85;28.6;56;177;64;22;0;0;22;22;55;10;0;Matches
896;Niclas Füllkrug\Niclas-Fullkrug;de GER;FW;Werder Bremen;de Bundesliga;26;1993;4.5;2;1;1;0;1;1;2;50.0;1;67;14;20.9;5;21;41;5;0;0;5;0;2;5;0;Matches
897;Ramiro Funes Mori\Ramiro-Funes-Mori;ar ARG;DF;Villarreal;es La Liga;28;1991;5.0;4;1;1;3;0;0;2;0.0;2;34;11;32.4;18;14;2;8;3;0;5;3;7;20;1;Matches
898;Daniel Fuzato\Daniel-Fuzato;br BRA;GK;Roma;it Serie A;22;1997;1.0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;Matches
899;Matteo Gabbia\Matteo-Gabbia;it ITA;DF;Milan;it Serie A;19;1999;7.6;9;4;6;3;0;5;11;45.5;6;84;23;27.4;42;37;5;10;5;0;5;3;12;36;0;Matches
900;Manolo Gabbiadini\Manolo-Gabbiadini;it ITA;FW;Sampdoria;it Serie A;27;1991;22.6;16;11;3;5;8;4;14;28.6;10;244;62;25.4;15;107;122;10;3;0;7;11;27;12;0;Matches
901;Gabriel\Gabriel;br BRA;GK;Lecce;it Serie A;26;1992;33.3;0;0;0;0;0;0;1;0.0;1;6;1;16.7;6;0;0;0;0;0;0;0;0;2;2;Matches
902;Ruben Gabrielsen\Ruben-Gabrielsen;no NOR;DF;Toulouse;fr Ligue 1;27;1992;7.3;8;7;8;0;0;1;4;25.0;3;38;15;39.5;24;12;2;7;4;0;3;5;13;55;0;Matches
903;Mijat Ga?inovi?\Mijat-Gacinovic;rs SRB;MFFW;Eint Frankfurt;de Bundesliga;24;1995;11.6;23;17;4;14;5;7;32;21.9;25;282;80;28.4;60;139;83;26;1;0;25;12;35;10;0;Matches
904;Luca Gagliano\Luca-Gagliano;it ITA;FW;Cagliari;it Serie A;19;2000;0.6;0;0;0;0;0;0;0;;0;6;1;16.7;2;3;1;0;0;0;0;1;1;0;0;Matches
905;Roberto Gagliardini\Roberto-Gagliardini;it ITA;MF;Inter;it Serie A;25;1994;20.0;41;27;13;17;11;13;45;28.9;32;380;123;32.4;121;164;95;41;8;0;33;20;61;21;0;Matches
906;Riccardo Gagliolo\Riccardo-Gagliolo;se SWE;DF;Parma;it Serie A;29;1990;28.9;60;39;37;16;7;28;70;40.0;42;340;95;27.9;218;84;38;75;18;0;57;27;87;107;0;Matches
907;Nicolás Gaitán\Nicolas-Gaitan;ar ARG;MFFW;Lille;fr Ligue 1;31;1988;0.6;2;1;1;1;0;1;2;50.0;1;18;3;16.7;2;10;6;4;0;0;4;0;2;3;0;Matches
908;Marvin Gakpa\Marvin-Gakpa;fr FRA;MFFW;Metz;fr Ligue 1;25;1993;5.2;9;7;2;5;2;4;9;44.4;5;102;28;27.5;21;60;21;9;1;0;8;4;13;2;0;Matches
909;Enric Gallego\Enric-Gallego;es ESP;FW;Osasuna;es La Liga;32;1986;9.8;10;6;1;5;4;1;5;20.0;4;173;48;27.7;13;61;99;9;2;0;7;3;13;9;0;Matches
910;Enric Gallego\Enric-Gallego;es ESP;FW;Getafe;es La Liga;32;1986;1.8;4;2;1;1;2;0;2;0.0;2;19;4;21.1;2;10;7;3;0;0;3;2;6;2;0;Matches
911;Kévin Gameiro\Kevin-Gameiro;fr FRA;FW;Valencia;es La Liga;32;1987;17.6;15;12;5;7;3;3;17;17.6;14;348;72;20.7;43;169;136;13;0;0;13;6;21;4;0;Matches
912;Fran Gámez\Fran-Gamez;es ESP;DF;Mallorca;es La Liga;28;1991;19.6;70;40;32;33;5;35;76;46.1;41;307;70;22.8;128;141;38;58;12;0;46;20;90;43;0;Matches
913;Idrissa Gana Gueye\Idrissa-Gana-Gueye;sn SEN;MF;Paris S-G;fr Ligue 1;29;1989;18.4;75;47;28;32;15;20;49;40.8;29;450;142;31.6;136;224;90;31;5;0;26;22;97;18;0;Matches
914;Ignatius Ganago\Ignatius-Ganago;cm CMR;FWMF;Nice;fr Ligue 1;20;1999;13.8;11;8;5;4;2;4;20;20.0;16;285;48;16.8;55;135;95;9;2;0;7;4;15;10;0;Matches
915;Ezequiel Garay\Ezequiel-Garay;ar ARG;DF;Valencia;es La Liga;32;1986;16.0;12;7;7;4;1;7;10;70.0;3;63;18;28.6;46;14;3;26;18;0;8;8;20;95;1;Matches
916;Dani García\Dani-Garcia;es ESP;MF;Athletic Club;es La Liga;29;1990;33.7;74;43;30;38;6;22;79;27.8;57;501;155;30.9;159;295;47;52;7;0;45;28;102;102;1;Matches
917;David García\David-Garcia;es ESP;DF;Osasuna;es La Liga;25;1994;31.0;39;27;19;20;0;17;36;47.2;19;263;93;35.4;131;130;2;46;17;1;29;17;56;256;2;Matches
918;Eric García\Eric-Garcia;es ESP;DF;Manchester City;eng Premier League;18;2001;8.8;12;4;8;3;1;6;11;54.5;5;74;20;27.0;44;25;5;8;0;0;8;10;22;46;1;Matches
919;Javi García\Javi-Garcia;es ESP;MF;Betis;es La Liga;32;1987;4.2;2;1;2;0;0;0;1;0.0;1;33;6;18.2;13;20;0;3;0;0;3;1;3;26;0;Matches
920;Manu García\Manu-Garcia;es ESP;MF;Alavés;es La Liga;33;1986;21.9;51;38;12;36;3;15;71;21.1;56;477;147;30.8;129;295;53;33;10;0;23;13;64;61;0;Matches
921;Raúl García\Raul-Garcia;es ESP;DFMF;Valladolid;es La Liga;30;1989;11.2;20;13;9;8;3;9;27;33.3;18;146;45;30.8;78;47;21;24;2;0;22;8;28;50;1;Matches
922;Raúl García\Raul-Garcia;es ESP;DF;Getafe;es La Liga;30;1989;2.7;7;5;3;4;0;2;6;33.3;4;34;10;29.4;23;11;0;10;1;0;9;3;10;7;0;Matches
923;Raúl García\Raul-Garcia;es ESP;MFFW;Athletic Club;es La Liga;33;1986;31.9;65;37;25;25;15;15;75;20.0;60;734;199;27.1;114;346;274;56;9;0;47;16;81;48;0;Matches
924;Rubén García\Ruben-Garcia;es ESP;MFFW;Osasuna;es La Liga;26;1993;24.3;51;26;17;26;8;9;36;25.0;27;408;126;30.9;85;220;103;46;6;0;40;9;60;22;0;Matches
925;Unai García\Unai-Garcia;es ESP;DF;Osasuna;es La Liga;27;1992;6.0;8;5;5;2;1;3;8;37.5;5;60;20;33.3;34;18;8;18;9;0;9;2;10;34;0;Matches
926;Víctor García\Victor-Garcia;es ESP;FWMF;Valladolid;es La Liga;22;1997;1.0;2;2;0;2;0;0;1;0.0;1;9;2;22.2;3;4;2;2;0;0;2;0;2;0;0;Matches
927;James Garner\James-Garner;eng ENG;MF;Manchester Utd;eng Premier League;18;2001;0.1;0;0;0;0;0;0;1;0.0;1;2;0;0.0;0;2;0;0;0;0;0;0;0;1;0;Matches
928;Manuel Garrido\Manuel-Garrido;es ESP;FW;Leganés;es La Liga;18;2000;1.3;0;0;0;0;0;0;4;0.0;4;46;14;30.4;5;25;16;1;0;0;1;0;0;0;0;Matches
929;Mario Gaspar\Mario-Gaspar;es ESP;DF;Villarreal;es La Liga;28;1990;21.8;41;20;20;17;4;21;41;51.2;20;277;80;28.9;99;136;42;49;12;0;37;15;56;86;0;Matches
930;Daniele Gastaldello\Daniele-Gastaldello;it ITA;DF;Brescia;it Serie A;36;1983;4.3;9;8;8;1;0;2;7;28.6;5;42;16;38.1;27;14;1;15;5;0;10;1;10;30;0;Matches
931;Dwight Gayle\Dwight-Gayle;eng ENG;FW;Newcastle Utd;eng Premier League;28;1990;9.4;13;10;5;7;1;2;5;40.0;3;119;33;27.7;19;55;45;10;5;0;5;1;14;8;0;Matches
932;Paulo Gazzaniga\Paulo-Gazzaniga;ar ARG;GK;Tottenham;eng Premier League;27;1992;17.9;0;0;0;0;0;0;0;;0;1;0;0.0;1;0;0;0;0;0;0;0;0;0;0;Matches
933;Jean-Philippe Gbamin\Jean-Philippe-Gbamin;ci CIV;MF;Everton;eng Premier League;23;1995;1.5;5;4;2;1;2;1;4;25.0;3;29;13;44.8;13;11;5;2;0;0;2;0;5;6;0;Matches
934;Yann Gboho\Yann-Gboho;fr FRA;FW;Rennes;fr Ligue 1;18;2001;2.5;3;2;1;1;1;0;3;0.0;3;64;19;29.7;12;36;16;4;0;0;4;1;4;1;0;Matches
935;David de Gea\David-de-Gea;es ESP;GK;Manchester Utd;eng Premier League;28;1990;38.0;0;0;0;0;0;0;0;;0;1;0;0.0;1;0;0;0;0;0;0;0;0;1;2;Matches
936;Theodor Gebre Selassie\Theodor-Gebre-Selassie;cz CZE;DF;Werder Bremen;de Bundesliga;32;1986;27.0;44;30;23;16;5;19;42;45.2;23;340;113;33.2;161;131;48;50;7;0;43;33;77;113;1;Matches
937;Dennis Geiger\Dennis-Geiger;de GER;MF;Hoffenheim;de Bundesliga;21;1998;12.6;15;10;4;10;1;2;15;13.3;13;215;60;27.9;41;120;54;12;2;0;10;7;22;6;0;Matches
938;Jérémy Gélin\Jeremy-Gelin;fr FRA;DFMF;Rennes;fr Ligue 1;22;1997;10.3;13;6;8;4;1;5;14;35.7;9;87;35;40.2;55;25;7;24;8;0;16;12;25;43;1;Matches
939;Christian Gentner\Christian-Gentner;de GER;MF;Union Berlin;de Bundesliga;33;1985;27.1;59;36;22;33;4;18;74;24.3;56;612;166;27.1;132;339;141;62;9;1;53;26;85;69;0;Matches
940;Yannick Gerhardt\Yannick-Gerhardt;de GER;MF;Wolfsburg;de Bundesliga;25;1994;9.2;32;20;8;17;7;5;22;22.7;17;235;82;34.9;54;134;47;16;2;0;14;7;39;14;0;Matches
941;Valère Germain\Valere-Germain;fr FRA;FW;Marseille;fr Ligue 1;29;1990;15.0;23;19;6;10;7;7;26;26.9;19;281;65;23.1;41;132;108;31;4;0;27;3;26;21;0;Matches
942;Gervinho\Gervinho;ci CIV;FW;Parma;it Serie A;32;1987;25.2;8;7;4;3;1;3;16;18.8;13;307;70;22.8;56;146;105;7;0;0;7;7;15;1;0;Matches
943;Anwar El Ghazi\Anwar-El-Ghazi;nl NED;FWMF;Aston Villa;eng Premier League;24;1995;22.8;17;10;10;5;2;5;24;20.8;19;350;74;21.1;70;163;117;18;1;0;17;11;28;12;0;Matches
944;Rachid Ghezzal\Rachid-Ghezzal;dz ALG;MFFW;Fiorentina;it Serie A;27;1992;9.2;24;17;13;7;4;9;35;25.7;26;207;53;25.6;49;116;42;11;1;0;10;8;32;9;0;Matches
945;Andrea Ghezzi\Andrea-Ghezzi;it ITA;DFMF;Brescia;it Serie A;;;0.4;1;1;0;1;0;0;0;;0;2;0;0.0;0;2;0;0;0;0;0;0;1;0;0;Matches
946;Paolo Ghiglione\Paolo-Ghiglione;it ITA;DF;Genoa;it Serie A;22;1997;19.1;31;19;14;14;3;13;31;41.9;18;258;75;29.1;105;94;59;28;2;0;26;14;45;47;0;Matches
947;Andrea Ghion\Andrea-Ghion;it ITA;MFFW;Sassuolo;it Serie A;19;2000;0.5;3;1;1;2;0;1;1;100.0;0;4;3;75.0;1;2;1;0;0;0;0;0;3;0;0;Matches
948;Saman Ghoddos\Saman-Ghoddos;ir IRN;FW;Amiens;fr Ligue 1;25;1993;2.6;3;2;1;1;1;1;5;20.0;4;45;9;20.0;9;23;13;5;0;0;5;2;5;4;0;Matches
949;Faouzi Ghoulam\Faouzi-Ghoulam;dz ALG;DF;Napoli;it Serie A;28;1991;4.2;8;3;2;5;1;2;4;50.0;2;42;10;23.8;9;25;8;9;2;0;7;4;12;6;0;Matches
950;Morgan Gibbs-White\Morgan-Gibbs-White;eng ENG;MFFW;Wolves;eng Premier League;19;2000;1.4;1;1;0;1;0;0;0;;0;27;10;37.0;5;15;7;2;0;0;2;0;1;0;0;Matches
951;Niko Gießelmann\Niko-Giesselmann;de GER;DF;Düsseldorf;de Bundesliga;27;1991;22.9;50;23;33;11;6;23;52;44.2;29;322;83;25.8;185;99;38;42;8;0;34;17;67;75;1;Matches
952;Rafa? Gikiewicz\Rafal-Gikiewicz;pl POL;GK;Union Berlin;de Bundesliga;31;1987;33.0;0;0;0;0;0;0;3;0.0;3;2;1;50.0;2;0;0;0;0;0;0;0;0;2;1;Matches
953;José Antonio Martínez Gil\Jose-Antonio-Martinez-Gil;es ESP;DF;Granada;es La Liga;26;1993;13.2;22;11;11;10;1;8;16;50.0;8;95;38;40.0;60;33;2;16;4;0;12;8;30;76;0;Matches
954;Billy Gilmour\Billy-Gilmour;sco SCO;MF;Chelsea;eng Premier League;18;2001;2.2;6;4;4;2;0;3;6;50.0;3;36;14;38.9;15;20;1;6;0;0;6;2;8;1;0;Matches
955;Daniel Ginczek\Daniel-Ginczek;de GER;FW;Wolfsburg;de Bundesliga;28;1991;8.5;5;3;3;0;2;1;12;8.3;11;121;42;34.7;8;46;67;6;1;0;5;1;6;5;0;Matches
956;Matthias Ginter\Matthias-Ginter;de GER;DF;M'Gladbach;de Bundesliga;25;1994;30.9;37;20;24;13;0;14;34;41.2;20;198;72;36.4;106;80;12;47;24;0;23;23;60;151;4;Matches
957;Andrei Girotto\Andrei-Girotto;br BRA;DF;Nantes;fr Ligue 1;27;1992;24.2;78;54;48;28;2;36;75;48.0;39;317;125;39.4;200;109;8;43;18;0;25;22;100;166;1;Matches
958;Olivier Giroud\Olivier-Giroud;fr FRA;FW;Chelsea;eng Premier League;32;1986;11.0;4;3;1;3;0;0;10;0.0;10;202;58;28.7;10;98;94;20;6;0;14;1;5;13;0;Matches
959;Klaus Gjasula\Klaus-Gjasula;al ALB;MF;Paderborn 07;de Bundesliga;29;1989;25.3;74;46;32;37;5;32;81;39.5;49;523;166;31.7;171;300;52;47;8;0;39;27;101;69;1;Matches
960;Kamil Glik\Kamil-Glik;pl POL;DF;Monaco;fr Ligue 1;31;1988;23.0;30;13;17;12;1;13;24;54.2;11;166;52;31.3;105;58;3;41;19;0;22;18;48;165;0;Matches
961;Serge Gnabry\Serge-Gnabry;de GER;FWMF;Bayern Munich;de Bundesliga;24;1995;24.4;38;25;5;23;10;13;37;35.1;24;434;137;31.6;59;176;199;28;2;0;26;17;55;4;0;Matches
962;Joris Gnagnon\Joris-Gnagnon;fr FRA;DF;Rennes;fr Ligue 1;22;1997;14.2;22;15;18;4;0;10;13;76.9;3;94;37;39.4;62;27;5;28;16;0;12;5;27;105;0;Matches
963;Eddy Gnahoré\Eddy-Gnahore;fr FRA;MF;Amiens;fr Ligue 1;25;1993;12.6;27;20;12;12;3;5;26;19.2;21;276;64;23.2;87;153;36;27;5;0;22;13;40;29;0;Matches
964;Ben Godfrey\Ben-Godfrey;eng ENG;DF;Norwich City;eng Premier League;21;1998;29.4;34;22;26;7;1;12;24;50.0;12;234;77;32.9;162;65;7;47;32;0;15;17;51;173;4;Matches
965;Diego Godín\Diego-Godin;uy URU;DF;Inter;it Serie A;33;1986;18.1;43;29;22;19;2;17;37;45.9;20;238;76;31.9;134;88;16;23;5;0;18;25;68;82;1;Matches
966;Akaki Gogia\Akaki-Gogia;de GER;MFFW;Union Berlin;de Bundesliga;27;1992;1.3;2;1;0;0;2;1;4;25.0;3;26;7;26.9;7;12;7;4;2;0;2;1;3;3;0;Matches
967;Mauro Goicoechea\Mauro-Goicoechea;uy URU;GK;Toulouse;fr Ligue 1;31;1988;2.0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;2;Matches
968;Edoardo Goldaniga\Edoardo-Goldaniga;it ITA;DF;Genoa;it Serie A;25;1993;8.7;12;7;7;5;0;1;7;14.3;6;90;33;36.7;52;31;7;16;8;0;8;11;23;38;1;Matches
969;Benjamin Goller\Benjamin-Goller;de GER;FWMF;Werder Bremen;de Bundesliga;20;1999;3.2;9;6;3;4;2;4;11;36.4;7;108;20;18.5;28;48;32;3;0;0;3;0;9;2;0;Matches
970;Pierluigi Gollini\Pierluigi-Gollini;it ITA;GK;Atalanta;it Serie A;24;1995;32.0;0;0;0;0;0;0;2;0.0;2;8;3;37.5;8;0;0;0;0;0;0;0;0;1;0;Matches
971;Aleksandr Golovin\Aleksandr-Golovin;ru RUS;MF;Monaco;fr Ligue 1;23;1996;22.9;52;35;16;30;6;16;74;21.6;58;627;153;24.4;153;345;129;41;0;0;41;28;80;19;0;Matches
972;André Gomes\Andre-Gomes;pt POR;MF;Everton;eng Premier League;26;1993;16.2;32;24;13;14;5;7;63;11.1;56;367;92;25.1;127;195;45;28;3;0;25;5;37;10;0;Matches
973;Angel Gomes\Angel-Gomes;eng ENG;MF;Manchester Utd;eng Premier League;18;2000;0.2;0;0;0;0;0;0;0;;0;11;1;9.1;6;4;1;1;0;0;1;0;0;0;0;Matches
974;Ibai Gómez\Ibai-Gomez;es ESP;FW;Athletic Club;es La Liga;29;1989;7.7;5;3;2;3;0;2;10;20.0;8;75;23;30.7;10;41;24;11;0;0;11;3;8;4;0;Matches
975;Joe Gomez\Joe-Gomez;eng ENG;DF;Liverpool;eng Premier League;22;1997;22.3;26;15;17;9;0;10;22;45.5;12;151;60;39.7;92;55;4;25;8;0;17;19;45;90;1;Matches
976;Maxi Gómez\Maxi-Gomez;uy URU;FW;Valencia;es La Liga;22;1996;23.8;11;7;2;7;2;2;6;33.3;4;275;64;23.3;14;117;144;12;2;0;10;4;15;14;0;Matches
977;Moi Gómez\Moi-Gomez;es ESP;FWMF;Villarreal;es La Liga;25;1994;25.8;28;16;13;8;7;8;26;30.8;18;426;117;27.5;101;227;98;51;3;0;48;20;48;19;1;Matches
978;Papu Gómez\Papu-Gomez;ar ARG;MFFW;Atalanta;it Serie A;31;1988;31.6;31;24;11;12;8;18;46;39.1;28;363;102;28.1;52;169;142;35;0;0;35;10;41;10;1;Matches
979;Sergi Gómez\Sergi-Gomez;es ESP;DF;Sevilla;es La Liga;27;1992;8.0;7;4;4;3;0;4;4;100.0;0;47;19;40.4;25;21;1;11;4;0;7;2;9;46;0;Matches
980;Alfred Gomis\Alfred-Gomis;sn SEN;GK;Dijon;fr Ligue 1;25;1993;18.0;0;0;0;0;0;0;1;0.0;1;6;0;0.0;6;0;0;1;0;0;1;0;0;1;1;Matches
981;Maxime Gonalons\Maxime-Gonalons;fr FRA;MF;Granada;es La Liga;30;1989;16.7;61;39;25;32;4;23;58;39.7;35;421;131;31.1;138;255;28;26;3;0;23;12;73;37;0;Matches
982;Mathieu Goncalves\Mathieu-Goncalves;fr FRA;DF;Toulouse;fr Ligue 1;18;2001;3.5;7;4;5;2;0;3;9;33.3;6;51;18;35.3;43;8;0;8;4;0;4;1;8;14;0;Matches
983;Jérôme Gondorf\Jerome-Gondorf;de GER;MF;Freiburg;de Bundesliga;31;1988;1.3;10;5;6;3;1;3;5;60.0;2;49;12;24.5;16;25;8;2;2;0;0;0;10;3;0;Matches
984;Álvaro González\Alvaro-Gonzalez;es ESP;DF;Marseille;fr Ligue 1;29;1990;18.1;18;8;12;4;2;7;13;53.8;6;82;22;26.8;48;31;3;11;4;0;7;13;31;104;1;Matches
985;Bruno González\Bruno-Gonzalez;es ESP;DF;Getafe;es La Liga;29;1990;2.0;4;2;4;0;0;1;1;100.0;0;24;6;25.0;12;11;1;1;0;0;1;2;6;7;0;Matches
