,Player,Nation,Age,Squad,Comp,Rk,Min,Gls,Ast,xG,npxG,xA,GCA,Def_GCA,Drib_GCA,Fld_GCA,OG_GCA,PassDead_GCA,PassLive_GCA,Sh_GCA,SCA,Def_SCA,Drib_SCA,Fld_SCA,PassDead_SCA,PassLive_SCA,Sh_SCA,Blocks,Press,Succ_Press,Tkl,TklW,Int,Tkl+Int,Clr,Att_Pass,Cmp_Pass,TotPrgDist_Pass,#Prog_Pass,TotPrgDist_Carried,TotDist_Carried,Oppon_Drib,Att_Drib,Recep,Att_Recep,Live_Touches,played_two_leagues
1268,Stefan Lainer,AUT,26,M'Gladbach,Bundesliga,1351,2710,1,3,1.1,1.1,3.8,7.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,60.0,0.0,2.0,2.0,2.0,54.0,0.0,62.0,508.0,163.0,58.0,36,23,81,80.0,1564.0,1105.0,9830.0,133.0,4232.0,6720.0,45.0,76.0,1102.0,1229.0,1593.0,False
1269,Diego Lainez,MEX,19,Betis,La Liga,1352,348,0,0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,66.0,15.0,7.0,5,0,7,1.0,119.0,89.0,308.0,8.0,1018.0,1617.0,19.0,27.0,139.0,182.0,174.0,False
1270,Kenny Lala,FRA,27,Strasbourg,Ligue 1,1353,2043,2,1,2.9,1.4,2.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,0.0,2.0,1.0,10.0,37.0,1.0,27.0,352.0,108.0,41.0,26,17,58,61.0,1348.0,1011.0,8329.0,122.0,5074.0,8077.0,47.0,66.0,923.0,1014.0,1267.0,False
1271,Adam Lallana,ENG,31,Liverpool, Premier League,1354,382,1,1,1.1,1.1,0.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,1.0,0.0,7.0,0.0,13.0,132.0,41.0,20.0,12,6,26,3.0,270.0,229.0,790.0,18.0,524.0,1119.0,4.0,6.0,236.0,273.0,331.0,False
1272,Erik Lamela,ARG,27,Tottenham, Premier League,1355,1215,2,1,2.7,2.7,1.6,9.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,49.0,2.0,3.0,7.0,5.0,27.0,4.0,19.0,315.0,88.0,27.0,21,9,36,8.0,596.0,469.0,1418.0,42.0,2573.0,4371.0,33.0,45.0,551.0,701.0,717.0,False
1273,Loick Landre,FRA,27,Nîmes,Ligue 1,1358,929,1,0,0.9,0.9,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,1.0,19.0,79.0,23.0,17.0,10,10,27,51.0,389.0,304.0,1947.0,15.0,986.0,1859.0,0.0,0.0,282.0,291.0,478.0,False
1274,Michael Lang,SUI,28,Werder Bremen,Bundesliga,1359,544,0,0,0.3,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,4.0,0.0,13.0,81.0,15.0,8.0,5,3,11,24.0,328.0,266.0,1720.0,28.0,467.0,1050.0,2.0,3.0,232.0,264.0,329.0,False
1275,Sebastian Langkamp,GER,31,Werder Bremen,Bundesliga,1360,314,0,0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,27.0,10.0,5.0,3,1,6,22.0,190.0,167.0,951.0,3.0,365.0,752.0,1.0,1.0,146.0,148.0,225.0,False
1276,Henri Lansbury,ENG,28,Aston Villa, Premier League,1361,195,0,0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,61.0,18.0,5.0,2,0,5,1.0,81.0,60.0,254.0,5.0,58.0,190.0,1.0,1.0,61.0,81.0,104.0,False
1277,Manuel Lanzini,ARG,26,West Ham, Premier League,1362,1379,0,2,2.0,2.0,2.5,5.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,58.0,1.0,1.0,5.0,11.0,39.0,1.0,12.0,344.0,76.0,11.0,9,9,20,4.0,798.0,674.0,3117.0,72.0,2372.0,4627.0,28.0,42.0,708.0,858.0,881.0,False
1278,Gianluca Lapadula,PER,29,Lecce,Serie A,1363,1784,11,0,10.6,9.1,2.1,7.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,51.0,0.0,6.0,9.0,0.0,35.0,1.0,2.0,326.0,64.0,20.0,14,1,21,13.0,333.0,259.0,497.0,16.0,1051.0,2183.0,25.0,35.0,425.0,893.0,550.0,False
1279,Aymeric Laporte,FRA,25,Manchester City, Premier League,1364,1097,1,0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,62.0,26.0,12.0,8,14,26,39.0,1114.0,1041.0,6784.0,78.0,4055.0,5964.0,2.0,2.0,960.0,977.0,1172.0,False
1280,Danilo Larangeira,BRA,35,Bologna,Serie A,1365,2638,2,0,0.7,0.7,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,81.0,346.0,101.0,46.0,21,13,59,179.0,1246.0,985.0,8824.0,82.0,3805.0,5828.0,7.0,7.0,867.0,888.0,1482.0,False
1281,Larra,ESP,21,Athletic Club,La Liga,1366,250,0,0,0.1,0.1,0.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0,43.0,9.0,2.0,1,0,2,1.0,77.0,45.0,126.0,0.0,228.0,501.0,4.0,7.0,85.0,145.0,105.0,False
1282,Gautier Larsonneur,FRA,22,Brest,Ligue 1,1367,2397,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,3.0,0.0,0,0,0,2.0,1028.0,736.0,12494.0,1.0,1308.0,2573.0,3.0,3.0,487.0,488.0,827.0,False
1283,Kevin Lasagna,ITA,26,Udinese,Serie A,1368,2569,10,1,9.6,9.6,2.4,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,54.0,3.0,3.0,5.0,0.0,41.0,2.0,23.0,630.0,153.0,29.0,18,15,44,17.0,489.0,339.0,722.0,26.0,2350.0,3912.0,16.0,40.0,541.0,1029.0,801.0,False
1284,Jamaal Lascelles,ENG,25,Newcastle Utd, Premier League,1369,2076,1,0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,5.0,1.0,37.0,162.0,59.0,18.0,10,22,40,166.0,810.0,668.0,3588.0,17.0,1100.0,2858.0,8.0,12.0,549.0,565.0,1059.0,False
1285,Paul Lasne,FRA,30,Brest,Ligue 1,1370,1224,2,1,1.1,1.1,1.5,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,1.0,1.0,3.0,0.0,26.0,1.0,12.0,270.0,69.0,24.0,17,3,27,14.0,655.0,540.0,2286.0,55.0,1162.0,2674.0,7.0,8.0,599.0,681.0,778.0,False
1286,Toni Lato,ESP,21,Osasuna,La Liga,1371,470,1,0,0.3,0.3,0.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,13.0,111.0,32.0,20.0,12,4,24,16.0,256.0,168.0,1175.0,12.0,385.0,753.0,10.0,11.0,137.0,158.0,259.0,False
1287,Danny Latza,GER,29,Mainz 05,Bundesliga,1372,1373,0,2,1.0,1.0,1.4,4.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,32.0,0.0,1.0,3.0,0.0,27.0,1.0,22.0,371.0,99.0,40.0,22,14,54,31.0,613.0,494.0,2561.0,63.0,1498.0,2816.0,21.0,32.0,480.0,533.0,776.0,False
1288,Vincent Laurini,FRA,30,Parma,Serie A,1373,884,0,2,0.0,0.0,1.1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,1.0,0.0,12.0,0.0,18.0,138.0,54.0,29.0,23,9,38,30.0,535.0,432.0,3452.0,42.0,1271.0,2201.0,9.0,11.0,375.0,388.0,539.0,False
1289,Wesley Lautoa,NCL,31,Dijon,Ligue 1,1374,1869,0,1,0.7,0.7,0.3,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,2.0,1.0,0.0,0.0,15.0,0.0,46.0,377.0,122.0,60.0,42,31,91,63.0,989.0,867.0,5657.0,55.0,2461.0,4135.0,13.0,17.0,747.0,771.0,1187.0,False
1290,Darko Lazovic,SRB,28,Hellas Verona,Serie A,1379,3239,3,7,2.4,2.3,8.1,18.0,0.0,2.0,0.0,0.0,0.0,15.0,1.0,106.0,0.0,12.0,1.0,5.0,83.0,5.0,46.0,278.0,78.0,32.0,14,12,44,52.0,1673.0,1253.0,8574.0,184.0,5580.0,7935.0,48.0,99.0,1250.0,1485.0,1659.0,False
1291,Manuel Lazzari,ITA,25,Lazio,Serie A,1380,2548,0,3,1.4,1.4,3.5,6.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,60.0,0.0,1.0,3.0,1.0,53.0,2.0,25.0,243.0,72.0,20.0,13,4,24,38.0,1067.0,845.0,3044.0,40.0,5657.0,7712.0,42.0,73.0,878.0,1018.0,1126.0,False
1292,Mickael Le Bihan,FRA,29,Nice,Ligue 1,1381,100,0,1,0.1,0.1,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,3.0,0.0,0,0,0,2.0,23.0,18.0,12.0,1.0,15.0,86.0,0.0,0.0,26.0,43.0,30.0,False
1293,Robin Le Normand,FRA,22,Real Sociedad,La Liga,1382,2394,1,0,0.9,0.9,0.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,10.0,0.0,22.0,189.0,83.0,46.0,27,14,60,151.0,1695.0,1516.0,8059.0,83.0,4385.0,8086.0,0.0,0.0,1369.0,1396.0,1886.0,False
1294,Damien Le Tallec,FRA,29,Montpellier,Ligue 1,1383,2458,2,0,1.0,1.0,0.7,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,28.0,2.0,0.0,2.0,1.0,22.0,0.0,51.0,501.0,153.0,51.0,35,27,78,87.0,989.0,797.0,5188.0,83.0,1696.0,3447.0,4.0,7.0,724.0,821.0,1222.0,False
1295,James Lea Siliki,FRA,23,Rennes,Ligue 1,1384,1079,0,0,0.9,0.9,0.8,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.0,1.0,1.0,5.0,0.0,17.0,0.0,19.0,239.0,67.0,29.0,19,5,34,14.0,430.0,324.0,1285.0,29.0,1403.0,2322.0,11.0,16.0,373.0,415.0,560.0,False
1296,Federico Dimarco,ITA,21,Hellas Verona / Inter,Serie A ,1385,548,0,3,0.7,0.7,2.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,18.0,0.0,0.0,0.0,6.0,11.0,1.0,9.0,94.0,33.0,11.0,7,2,13,17.0,433.0,326.0,2584.0,37.0,1049.0,1718.0,4.0,6.0,320.0,353.0,430.0,False
1297,Rafael Leao,POR,20,Milan,Serie A,1385,1404,6,1,4.9,4.9,3.0,7.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,59.0,0.0,13.0,2.0,0.0,42.0,2.0,11.0,192.0,45.0,8.0,4,1,9,3.0,476.0,362.0,1225.0,34.0,2960.0,4523.0,44.0,63.0,538.0,779.0,644.0,False
1298,Adrien Lebeau,FRA,20,Strasbourg,Ligue 1,1386,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0,0,0,0.0,6.0,3.0,5.0,0.0,19.0,31.0,1.0,1.0,3.0,5.0,6.0,False
1299,Mathew Leckie,AUS,28,Hertha BSC,Bundesliga,1387,195,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,71.0,13.0,5.0,4,2,7,2.0,85.0,61.0,283.0,7.0,181.0,429.0,2.0,2.0,61.0,82.0,109.0,False
1300,Benjamin Lecomte,FRA,28,Monaco,Ligue 1,1388,2520,0,0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0,0,0,0.0,848.0,627.0,13268.0,1.0,1188.0,2222.0,0.0,0.0,331.0,333.0,654.0,False
1301,Pierre Lees Melou,FRA,26,Nice,Ligue 1,1389,2252,5,6,3.5,3.5,4.3,8.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,61.0,0.0,6.0,2.0,1.0,47.0,5.0,52.0,606.0,155.0,69.0,43,30,99,37.0,1224.0,1025.0,5102.0,122.0,3634.0,6847.0,31.0,40.0,1098.0,1266.0,1517.0,False
1302,Jordan Lefort,FRA,25,Amiens,Ligue 1,1390,842,0,1,0.1,0.1,0.3,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,3.0,0.0,0.0,4.0,0.0,10.0,65.0,20.0,5.0,4,11,16,50.0,484.0,400.0,3977.0,27.0,925.0,1691.0,5.0,6.0,365.0,370.0,524.0,False
1303,Wu Lei,CHN,27,Espanyol,La Liga,1391,1719,4,0,5.6,5.6,1.7,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25.0,0.0,4.0,1.0,0.0,17.0,3.0,33.0,296.0,69.0,18.0,9,10,28,18.0,317.0,208.0,695.0,14.0,1294.0,2090.0,17.0,32.0,326.0,615.0,505.0,False
1304,Toni Leistner,GER,28,Köln,Bundesliga,1392,1012,0,0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,22.0,96.0,40.0,19.0,15,17,36,89.0,623.0,524.0,4804.0,31.0,1423.0,2753.0,5.0,5.0,450.0,462.0,746.0,False
1305,Moritz Leitner,GER,26,Norwich City, Premier League,1393,685,0,0,0.2,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,1.0,14.0,0.0,18.0,160.0,33.0,18.0,9,5,23,6.0,553.0,472.0,1737.0,41.0,1643.0,2747.0,9.0,13.0,484.0,530.0,622.0,False
1306,Lucas Leiva,BRA,32,Lazio,Serie A,1394,1808,0,1,0.6,0.6,1.9,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,37.0,1.0,0.0,0.0,1.0,33.0,2.0,25.0,453.0,134.0,69.0,41,39,108,49.0,1135.0,1002.0,5548.0,111.0,2099.0,4163.0,9.0,12.0,841.0,872.0,1314.0,False
1307,Florian Lejeune,FRA,28,Newcastle Utd, Premier League,1395,442,2,0,0.6,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,58.0,19.0,8.0,6,6,14,27.0,187.0,136.0,1077.0,10.0,227.0,592.0,2.0,3.0,112.0,117.0,231.0,False
1308,Inigo Lekue,ESP,26,Athletic Club,La Liga,1396,623,0,1,0.2,0.2,0.8,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,4.0,0.0,1.0,8.0,1.0,12.0,118.0,38.0,23.0,15,1,24,12.0,283.0,195.0,1060.0,11.0,1144.0,1822.0,14.0,37.0,241.0,304.0,343.0,False
1309,Nicolas Lemaitre,FRA,22,Reims,Ligue 1,1397,90,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,27.0,22.0,239.0,0.0,18.0,62.0,0.0,0.0,14.0,14.0,21.0,False
1310,Thomas Lemar,FRA,23,Atlético Madrid,La Liga,1398,925,0,0,0.5,0.5,0.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,1.0,2.0,0.0,4.0,10.0,3.0,18.0,196.0,48.0,12.0,9,5,17,3.0,405.0,319.0,1759.0,47.0,1460.0,2607.0,23.0,38.0,353.0,420.0,486.0,False
1311,Tim Lemperle,GER,17,Köln,Bundesliga,1399,16,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0,0.0,2.0,2.0,8.0,0.0,16.0,45.0,0.0,1.0,4.0,7.0,7.0,False
1312,Clement Lenglet,FRA,24,Barcelona,La Liga,1400,2424,2,1,0.9,0.9,0.5,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,44.0,282.0,122.0,50.0,38,15,65,112.0,2147.0,1989.0,13188.0,104.0,6000.0,9816.0,5.0,9.0,1834.0,1858.0,2322.0,False
1313,Aaron Lennon,ENG,32,Burnley, Premier League,1401,496,0,0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,6.0,0.0,8.0,143.0,27.0,15.0,9,8,23,6.0,131.0,92.0,347.0,8.0,472.0,790.0,6.0,8.0,115.0,156.0,187.0,False
1314,Bernd Leno,GER,27,Arsenal, Premier League,1402,2649,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,2.0,990.0,742.0,9801.0,0.0,1044.0,1991.0,1.0,2.0,442.0,444.0,768.0,False
1315,Christopher Lenz,GER,24,Union Berlin,Bundesliga,1403,2267,0,3,0.6,0.6,2.6,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,44.0,2.0,3.0,0.0,5.0,32.0,2.0,79.0,503.0,158.0,61.0,35,39,100,85.0,1143.0,816.0,6869.0,85.0,2262.0,4234.0,26.0,39.0,644.0,750.0,1161.0,False
1316,Donovan Leon,GUF,26,Brest,Ligue 1,1404,123,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0,0,0,0.0,41.0,28.0,545.0,0.0,34.0,88.0,0.0,0.0,15.0,15.0,34.0,False
1317,Pedro Leon,ESP,32,Eibar,La Liga,1405,1896,1,2,3.0,3.0,4.2,5.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,67.0,2.0,4.0,1.0,26.0,31.0,3.0,30.0,382.0,102.0,27.0,15,13,40,11.0,717.0,416.0,2784.0,39.0,1397.0,3048.0,26.0,38.0,588.0,859.0,819.0,False
1318,Sergio Leon,ESP,30,Levante,La Liga,1406,672,1,0,2.4,2.4,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,1.0,0.0,3.0,3.0,6.0,108.0,25.0,6.0,4,2,8,2.0,108.0,63.0,150.0,6.0,257.0,575.0,3.0,10.0,132.0,268.0,179.0,False
1319,Lukas Lerager,DEN,26,Genoa,Serie A,1407,1387,1,1,1.3,1.3,1.6,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,29.0,1.0,0.0,1.0,0.0,25.0,2.0,24.0,298.0,72.0,34.0,19,8,42,18.0,600.0,494.0,2188.0,46.0,714.0,1709.0,4.0,11.0,493.0,580.0,739.0,False
1320,Mehdi Leris,FRA,21,Sampdoria,Serie A,1408,509,1,1,0.8,0.6,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,1.0,2.0,1.0,1.0,13.0,1.0,12.0,142.0,30.0,13.0,9,2,15,5.0,230.0,170.0,878.0,19.0,816.0,1609.0,14.0,22.0,225.0,279.0,304.0,False
1321,Jefferson Lerma,COL,24,Bournemouth, Premier League,1409,2703,1,2,1.2,1.2,1.8,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,35.0,1.0,2.0,4.0,0.0,28.0,0.0,50.0,576.0,173.0,81.0,49,34,115,69.0,1377.0,1092.0,6527.0,119.0,1996.0,4741.0,27.0,33.0,952.0,1026.0,1677.0,False
1322,Karlo Letica,CRO,22,SPAL,Serie A,1410,900,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0.0,319.0,202.0,4473.0,0.0,348.0,575.0,1.0,1.0,112.0,113.0,212.0,False
1323,Robert Lewandowski,POL,30,Bayern Munich,Bundesliga,1411,2759,34,4,27.5,23.7,5.7,15.0,0.0,4.0,2.0,0.0,0.0,9.0,0.0,102.0,2.0,12.0,10.0,0.0,68.0,10.0,16.0,387.0,123.0,19.0,12,4,23,13.0,783.0,592.0,1801.0,69.0,2509.0,5121.0,70.0,106.0,1000.0,1606.0,1174.0,False
1324,Jamal Lewis,NIR,21,Norwich City, Premier League,1412,2304,1,0,0.4,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0.0,3.0,1.0,2.0,26.0,0.0,55.0,370.0,112.0,56.0,31,20,76,68.0,1306.0,1036.0,6342.0,83.0,4282.0,7364.0,39.0,62.0,925.0,1031.0,1352.0,False
1325,Aaron Leya Iseka,BEL,21,Toulouse,Ligue 1,1413,777,2,0,4.9,3.4,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,4.0,0.0,13.0,1.0,6.0,137.0,28.0,5.0,5,2,7,7.0,183.0,142.0,252.0,10.0,605.0,1077.0,9.0,13.0,219.0,399.0,277.0,False
1326,Stephan Lichtsteiner,SUI,35,Augsburg,Bundesliga,1414,1343,0,1,0.0,0.0,0.6,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,0.0,1.0,5.0,12.0,0.0,29.0,165.0,41.0,23.0,9,9,32,51.0,584.0,404.0,4197.0,55.0,1166.0,2071.0,6.0,10.0,304.0,356.0,559.0,False
1327,Dimitri Lienard,FRA,31,Strasbourg,Ligue 1,1415,1489,2,3,1.6,1.6,2.7,10.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,65.0,1.0,3.0,1.0,20.0,38.0,2.0,26.0,322.0,96.0,42.0,28,21,63,22.0,1038.0,810.0,4513.0,77.0,2363.0,4671.0,16.0,25.0,797.0,862.0,1091.0,False
1328,Philipp Lienhart,AUT,23,Freiburg,Bundesliga,1416,1817,0,1,1.0,1.0,0.7,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,1.0,0.0,6.0,1.0,29.0,103.0,32.0,19.0,8,19,38,126.0,1024.0,891.0,5647.0,46.0,3514.0,6506.0,3.0,3.0,850.0,862.0,1202.0,False
1329,Matthijs de Ligt,NED,19,Juventus,Serie A,1417,2450,4,0,2.6,2.6,0.3,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,8.0,0.0,51.0,216.0,72.0,40.0,27,14,54,142.0,1525.0,1394.0,7983.0,54.0,2894.0,5973.0,1.0,1.0,1239.0,1257.0,1760.0,False
1330,Isaac Lihadji,FRA,17,Marseille,Ligue 1,1418,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,3.0,0.0,0,0,0,0.0,16.0,12.0,62.0,3.0,126.0,169.0,0.0,0.0,17.0,23.0,18.0,False
1331,Lillo,ESP,30,Osasuna,La Liga,1419,195,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,19.0,4.0,5.0,2,1,6,9.0,124.0,100.0,871.0,13.0,328.0,519.0,1.0,1.0,82.0,91.0,118.0,False
1332,Anderson Lima,BRA,19,Lazio,Serie A,1420,62,0,0,0.1,0.1,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,22.0,11.0,4.0,4,1,5,0.0,30.0,25.0,145.0,4.0,180.0,269.0,3.0,3.0,28.0,37.0,43.0,False
1333,Lucas Lima,BRA,27,Nantes,Ligue 1,1421,270,0,0,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,5.0,0.0,2.0,53.0,10.0,5.0,4,0,5,1.0,180.0,121.0,856.0,14.0,511.0,826.0,2.0,3.0,124.0,142.0,164.0,False
1334,Anthony Limbombe,BEL,25,Nantes,Ligue 1,1422,151,1,0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,18.0,5.0,2.0,0,1,3,4.0,53.0,36.0,148.0,2.0,330.0,490.0,1.0,4.0,54.0,75.0,75.0,False
1335,Victor Lindelof,SWE,25,Manchester Utd, Premier League,1423,3092,1,0,0.4,0.4,0.3,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,1.0,15.0,1.0,50.0,221.0,64.0,30.0,16,25,55,170.0,2013.0,1764.0,11016.0,93.0,4916.0,8828.0,4.0,8.0,1556.0,1571.0,2252.0,False
1336,Karol Linetty,POL,24,Sampdoria,Serie A,1424,2019,4,3,1.7,1.7,2.1,10.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,64.0,2.0,1.0,2.0,3.0,54.0,2.0,31.0,438.0,125.0,62.0,32,16,78,18.0,765.0,595.0,3045.0,79.0,2849.0,4630.0,32.0,50.0,641.0,773.0,1009.0,False
1337,Jesse Lingard,ENG,26,Manchester Utd, Premier League,1425,935,1,0,2.7,2.7,0.9,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,40.0,2.0,2.0,2.0,0.0,33.0,1.0,9.0,336.0,80.0,13.0,9,6,19,1.0,409.0,351.0,995.0,30.0,1114.0,2256.0,10.0,18.0,408.0,556.0,500.0,False
1338,Pol Lirola,ESP,21,Fiorentina,Serie A,1426,2648,0,2,1.5,1.5,2.7,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,68.0,0.0,6.0,0.0,2.0,57.0,3.0,33.0,244.0,69.0,31.0,20,24,55,64.0,1311.0,979.0,6693.0,106.0,5254.0,7711.0,53.0,75.0,976.0,1123.0,1370.0,False
1339,Diego Llorente,ESP,25,Real Sociedad,La Liga,1427,2327,1,1,1.0,1.0,0.2,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,1.0,0.0,13.0,0.0,30.0,205.0,76.0,32.0,21,19,51,139.0,1598.0,1410.0,7679.0,57.0,4939.0,8382.0,6.0,8.0,1275.0,1291.0,1808.0,False
1340,Fernando Llorente,ESP,34,Napoli,Serie A,1428,501,3,1,4.7,4.7,0.7,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,0.0,0.0,1.0,0.0,14.0,4.0,6.0,108.0,28.0,1.0,1,1,2,3.0,156.0,127.0,142.0,4.0,217.0,621.0,6.0,9.0,196.0,340.0,230.0,False
