Player;Nation;Age;Squad;Comp;played_two_leagues;#Prog_Pass;Ast;Att_Drib;Att_Pass;Att_Recep;Blocks;Clr;Cmp_Pass;Def_GCA;Def_SCA;Drib_GCA;Drib_SCA;Fld_GCA;Fld_SCA;GCA;Gls;Int;Live_Touches;Marktvalue;Min;npxG;OG_GCA;Oppon_Drib;PassDead_SCA;PassLive_GCA;PassLive_SCA;Press;Recep;Rk;SCA;Sh_SCA;Succ_Press;Tkl;Tkl+Int;TklW;TotDist_Carried;TotPrgDist_Carried;TotPrgDist_Pass;xA;xG;PassDead_GCA;Sh_GCA
Gaetan Charbonnier;FRA;30;Brest;Ligue 1;Falsch;77;5;48;821;1233;29;28;627;0;4;0;1;0;3;8;4;5;1076;2000000;2065;5;0;28;1;8;50;378;850;495;60;1;91;38;43;22;3271;1551;2772;3.2;6.5;0;0
Oliver Baumann;GER;29;Hoffenheim;Bundesliga;Falsch;1;0;0;1303;656;1;3;1012;0;0;0;0;0;0;0;0;0;1022;5500000;2700;0;0;0;0;0;3;3;653;222;3;0;0;0;0;0;2900;1581;14467;0.1;0;0;0
Jesse Lingard;ENG;26;Manchester Utd;Premier League;Falsch;30;0;18;409;556;9;1;351;1;2;0;2;0;2;4;1;6;500;17500000;935;2.7;0;10;0;3;33;336;408;1425;40;1;80;13;19;9;2256;1114;995;0.9;2.7;0;0
Taiwo Awoniyi;NGA;21;Mainz 05;Bundesliga;Falsch;5;0;18;102;223;7;1;74;0;0;0;2;0;0;0;1;2;175;3200000;483;1.9;0;11;0;0;10;79;129;147;12;0;23;2;4;2;946;592;345;0.9;1.9;0;0
Faycal Fajr;MAR;30;Getafe;La Liga;Falsch;18;0;2;192;139;7;8;120;0;0;0;0;0;0;0;0;4;187;3200000;403;0.4;0;2;6;0;12;75;111;807;18;0;24;1;5;1;407;162;914;0.5;0.4;0;0
Manu Trigueros;ESP;27;Villarreal;La Liga;Falsch;88;4;19;918;924;30;29;784;0;2;0;0;0;3;6;2;6;1050;12000000;1547;1.7;0;14;5;6;50;414;815;2536;63;3;102;31;37;21;3299;1549;4324;3.8;2.5;0;0
Steven Zuber;SUI;27;Hoffenheim;Bundesliga;Falsch;27;0;16;428;350;11;14;350;0;0;0;1;0;0;0;2;4;440;4500000;749;0.9;0;12;0;0;10;75;318;2725;11;0;27;12;16;6;1743;990;2043;0.4;1.6;0;0
Kastriot Dermaku;ALB;27;Parma;Serie A;Falsch;22;0;2;377;291;27;75;321;0;0;0;0;0;0;0;0;7;480;800000;1026;0.8;0;2;0;0;4;124;282;662;4;0;37;9;16;6;1696;976;2397;0;0.8;0;0
Abdon Prats;ESP;26;Mallorca;La Liga;Falsch;5;0;5;73;173;0;0;46;0;0;0;0;0;0;0;0;0;108;650000;279;0.6;0;2;0;0;2;49;89;2021;2;0;16;2;2;0;303;127;145;0.1;1.4;0;0
Manuel Lanzini;ARG;26;West Ham;Premier League;Falsch;72;2;42;798;858;12;4;674;0;1;0;1;3;5;5;0;9;881;16000000;1379;2;0;28;11;2;39;344;708;1362;58;1;76;11;20;9;4627;2372;3117;2.5;2;0;0
Leroy Sane;GER;23;Manchester City;Premier League;Falsch;0;0;0;7;9;0;0;6;0;0;0;0;0;0;0;0;0;8;80000000;12;0.1;0;0;0;0;1;0;8;2237;1;0;0;0;0;0;54;23;13;0;0.1;0;0
Maxence Rivera;FRA;17;Saint-Étienne;Ligue 1;Falsch;0;0;3;8;12;0;0;4;0;0;0;0;0;0;0;0;0;14;150000;25;0;0;3;0;0;1;9;10;2119;1;0;5;0;0;0;66;25;37;0;0;0;0
Jose Luis Rodriguez;PAN;21;Alavés;La Liga;Falsch;0;0;1;5;9;0;0;3;0;0;0;0;0;0;0;0;0;8;450000;22;0;0;1;0;0;0;12;6;1476;0;0;2;0;0;0;20;8;2;0;0;0;0
Pierrick Valdivia;FRA;31;Nîmes;Ligue 1;Falsch;4;0;1;33;29;0;0;29;0;0;0;0;0;0;0;0;0;37;475000;68;0;0;0;0;0;1;8;27;2562;1;0;1;1;1;1;96;36;208;0;0;0;0
Chema;ESP;27;Getafe;La Liga;Falsch;6;0;1;123;65;3;18;75;0;0;0;0;0;0;0;0;2;146;1200000;309;0.1;0;1;0;0;1;23;63;502;1;0;12;2;4;2;347;179;689;0;0.1;0;0
Vlad Chiriches;ROU;29;Sassuolo;Serie A;Falsch;21;0;2;489;411;17;32;455;0;0;0;0;0;0;1;0;7;561;4800000;707;0.2;0;2;0;1;2;85;402;508;2;0;23;19;26;12;2167;1271;3025;0;0.2;0;0
Admir Mehmedi;SUI;28;Wolfsburg;Bundesliga;Falsch;46;2;13;574;731;16;3;412;0;0;0;0;1;1;7;2;2;658;8000000;1200;1.7;0;8;5;6;25;325;514;1623;32;1;90;14;16;5;2294;981;1953;1.4;1.7;0;0
Mariusz Stepinski;POL;24;Hellas Verona;Serie A;Falsch;1;1;6;171;415;6;8;115;0;0;0;0;0;2;1;3;1;267;3000000;706;2.9;0;4;0;1;7;138;198;2399;10;1;38;6;7;4;911;323;128;0.1;2.9;0;0
Sean Longstaff;ENG;21;Newcastle Utd;Premier League;Falsch;38;1;14;657;558;31;30;515;1;1;0;1;0;2;3;1;19;806;17500000;1378;0.9;0;10;7;1;19;513;497;1444;32;2;112;43;62;21;2238;880;2462;1;0.9;0;1
Gerard Pique;ESP;32;Barcelona;La Liga;Falsch;116;0;9;2659;2211;66;182;2469;0;0;0;0;0;0;1;1;36;2891;20000000;3092;2.3;0;9;0;1;12;244;2171;1988;12;0;83;37;73;22;13521;8080;14795;0.6;2.3;0;0
Samuel Grandsir;FRA;22;Brest;Ligue 1;Falsch;33;1;54;537;767;20;8;391;0;0;0;1;0;2;5;3;7;745;2400000;1492;2.8;1;28;1;4;36;291;573;998;43;2;83;33;40;19;4872;2869;1471;1.5;2.8;0;0
Abdoulaye Bamba;CIV;29;Angers;Ligue 1;Falsch;13;0;4;279;190;9;14;207;0;0;0;0;0;0;0;0;2;263;2000000;554;0;0;4;0;0;3;62;177;182;3;0;14;13;15;6;799;384;1719;0.3;0;0;0
Mauro Goicoechea;URU;31;Toulouse;Ligue 1;Falsch;0;0;0;64;23;0;0;35;0;0;0;0;0;0;0;0;0;46;475000;180;0;0;0;0;0;0;0;23;967;0;0;0;0;0;0;129;71;1090;0;0;0;0
Arthur;BRA;22;Barcelona;La Liga;Falsch;54;3;33;1060;1091;10;9;961;0;0;0;1;3;4;8;3;6;1149;56000000;1182;1.3;0;29;1;5;22;188;998;1628;28;0;53;17;23;13;5807;2494;3246;1.2;1.3;0;0
Axel Disasi;FRA;21;Reims;Ligue 1;Falsch;95;0;14;1441;1180;44;155;1237;0;0;0;0;0;0;1;1;11;1685;7200000;2430;2.2;0;10;1;0;16;187;1155;699;17;0;61;34;45;23;7710;4664;8765;0.5;2.2;1;0
Jerome Boateng;GER;30;Bayern Munich;Bundesliga;Falsch;112;2;0;1702;1416;24;96;1532;0;0;0;0;0;0;5;0;17;1817;12000000;1796;0.4;0;0;0;4;11;132;1408;310;13;2;53;20;37;13;5595;2772;10954;1.5;0.4;0;1
Dawid Kownacki;POL;22;Düsseldorf;Bundesliga;Falsch;20;0;59;311;532;18;12;214;0;1;0;6;1;3;2;0;11;479;4800000;1093;2;0;33;1;1;20;226;323;1317;34;3;73;16;27;13;2530;1465;717;0.6;2;0;0
Mateo Kovacic;CRO;25;Chelsea;Premier League;Falsch;166;3;77;1846;1729;28;17;1666;0;0;0;2;0;1;7;1;12;2048;36000000;2073;1.4;0;60;0;7;60;533;1646;1316;64;1;173;80;92;55;9797;4925;7948;1.9;1.4;0;0
Keanan Bennetts;ENG;20;M'Gladbach;Bundesliga;Falsch;0;0;0;1;3;0;0;1;0;0;0;0;0;0;0;0;0;1;1300000;1;0;0;0;0;0;0;1;1;259;0;0;0;0;0;0;0;0;0;0;0;0;0
Andre Hahn;GER;28;Augsburg;Bundesliga;Falsch;10;0;12;183;318;26;13;102;0;1;0;2;0;1;0;1;7;312;1600000;702;1.6;0;9;0;0;12;252;180;1049;16;0;64;15;22;5;1186;482;486;0.8;2.4;0;0
Peter Gulacsi;HUN;29;RB Leipzig;Bundesliga;Falsch;0;1;1;1268;700;0;2;1015;0;0;0;0;0;0;2;0;0;1051;9500000;2880;0;0;1;0;2;4;1;694;1035;4;0;1;0;0;0;2654;1218;15246;1;0;0;0
Stefan Ilsanker;AUT;30;RB Leipzig / Eint Frankfurt;Bundesliga;Falsch;61;1;5;902;723;20;71;764;0;0;0;0;0;0;1;2;14;1029;2400000;1256;1.6;0;3;0;1;11;183;702;2305;12;1;73;29;43;19;3046;1649;5657;0.9;1.6;0;0
Cristian Zapata;COL;32;Genoa;Serie A;Falsch;31;0;9;874;693;41;99;808;0;1;0;1;0;0;0;1;13;1035;1600000;1718;0.7;0;8;0;0;8;215;681;2704;13;3;74;33;46;21;4441;2287;4697;0.7;0.7;0;0
Takumi Minamino;JPN;24;Liverpool;Premier League;Falsch;5;0;8;111;169;3;2;98;0;0;0;0;0;0;0;0;0;155;10000000;249;1.4;0;4;0;0;2;63;130;1669;3;1;20;4;4;3;617;252;186;0;1.4;0;0
Benjamin Hubner;GER;30;Hoffenheim;Bundesliga;Falsch;114;4;9;1569;1403;38;117;1364;0;0;0;0;0;0;6;1;22;1805;4800000;2070;1.5;0;6;1;6;18;217;1380;1120;19;0;72;44;66;21;6020;3416;12620;1.6;1.5;0;0
Glenn Murray;ENG;35;Brighton;Premier League;Falsch;11;1;5;177;435;6;9;116;0;0;0;1;0;1;1;1;0;267;1600000;797;2.1;0;1;0;1;7;144;206;1739;12;3;35;3;3;2;502;199;304;0.5;2.1;0;0
Joan Sastre;ESP;22;Mallorca;La Liga;Falsch;55;2;12;669;498;16;39;458;0;1;0;0;0;1;3;0;17;670;1600000;1360;0.5;1;2;1;2;24;182;442;2259;29;1;42;25;42;17;3084;1835;4380;1.4;0.5;0;0
Ismael Bennacer;ALG;21;Milan;Serie A;Falsch;166;0;82;1808;1453;39;19;1584;0;3;0;1;1;3;4;1;46;1971;17500000;2485;0.9;0;68;9;3;52;587;1384;256;68;0;176;91;137;60;8989;4462;8851;1.4;0.9;0;0
George Baldock;ENG;26;Sheffield Utd;Premier League;Falsch;88;3;67;1552;1250;63;87;1173;0;0;1;6;1;3;6;2;30;1640;4800000;3420;0.9;0;46;4;4;52;563;1055;174;65;0;157;73;103;45;7488;3889;6540;2.5;0.9;0;0
Kevin Kampl;SVN;28;RB Leipzig;Bundesliga;Falsch;36;2;12;520;467;11;3;458;0;2;0;0;0;0;2;2;12;566;17500000;675;0.6;0;9;1;2;17;151;443;1242;20;0;46;19;31;14;2654;1109;1769;2.8;0.6;0;0
Simon Falette;GUI;27;Eint Frankfurt;Bundesliga;Falsch;3;0;1;57;38;5;11;46;0;0;0;0;0;0;0;0;1;70;2400000;90;0;0;1;0;0;2;14;35;812;2;0;5;1;2;1;252;148;452;0;0;0;0
Jonathan Panzo;ENG;18;Monaco;Ligue 1;Falsch;7;0;0;69;64;5;7;59;0;0;0;0;0;0;0;0;3;86;2700000;107;0;0;0;0;0;0;15;62;1888;0;0;5;2;5;1;552;370;350;0;0;0;0
Bryan Soumare;FRA;20;Dijon;Ligue 1;Falsch;13;0;16;147;166;2;1;99;0;0;0;2;0;0;0;0;2;180;725000;384;0.3;0;11;3;0;6;77;125;2377;11;0;25;10;12;7;1137;599;451;0.4;0.3;0;0
Jamal Musiala;ENG;16;Bayern Munich;Bundesliga;Falsch;0;0;0;6;7;0;0;5;0;0;0;0;0;0;0;0;0;7;0;3;0;0;0;0;0;0;1;7;1743;0;0;0;0;0;0;34;8;9;0;0;0;0
Pablo Martinez;FRA;30;Nîmes;Ligue 1;Falsch;0;1;7;18;757;44;174;14;0;0;0;0;0;0;0;2;37;1289;2500000;2339;0.9;0;6;1;0;0;207;737;1574;1;0;60;42;79;28;5438;3259;95;0.6;0.9;0;0
Leandro Barreiro;LUX;19;Mainz 05;Bundesliga;Falsch;40;2;8;368;272;25;21;275;0;0;0;0;0;1;3;0;8;485;3200000;938;0.4;0;5;1;3;12;243;247;203;14;0;69;39;47;25;950;510;1464;0.2;0.4;0;0
Bakaye Dibassy;MLI;29;Amiens;Ligue 1;Falsch;46;0;12;902;697;54;98;732;0;0;0;1;0;1;0;2;34;1083;2000000;1868;0.8;0;11;1;0;5;199;667;686;8;0;64;35;69;19;3575;1881;4119;0.1;0.8;0;0
Jamaal Lascelles;ENG;25;Newcastle Utd;Premier League;Falsch;17;0;12;810;565;37;166;668;0;0;0;0;0;1;0;1;22;1059;14500000;2076;0.3;0;8;0;0;5;162;549;1369;7;1;59;18;40;10;2858;1100;3588;0.1;0.3;0;0
Steven Skrzybski;GER;26;Düsseldorf;Bundesliga;Falsch;12;2;13;129;251;13;3;84;0;2;0;2;0;1;2;1;8;218;1600000;530;1.6;0;8;0;2;8;167;146;2346;13;0;55;6;14;3;862;470;349;0.5;1.6;0;0
Daniel Podence;POR;23;Wolves;Premier League;Falsch;8;0;13;105;159;5;3;74;0;0;1;1;1;2;2;1;0;150;12000000;289;1.6;0;10;0;0;7;43;117;1998;11;1;13;2;2;2;910;570;232;0.4;1.6;0;0
Nikola Vukcevic;MNE;27;Levante;La Liga;Falsch;36;2;5;655;548;25;20;576;0;2;0;0;0;1;3;0;12;751;2400000;1569;0.2;0;5;0;3;10;290;507;2629;13;0;66;39;51;24;2606;1174;2365;0.2;0.2;0;0
Matheus Fernandes;BRA;21;Valladolid;La Liga;Falsch;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3200000;166;0;0;0;0;0;0;0;0;840;0;0;0;0;0;1;0;0;0;0;0;0;0
Ivan Villar;ESP;22;Celta Vigo;La Liga;Falsch;0;0;0;89;33;0;0;60;0;0;0;0;0;0;0;0;0;61;300000;280;0;0;0;0;0;0;0;33;2614;0;0;0;0;0;0;160;99;1203;0;0;0;0
Kenan Kodro;BIH;25;Athletic Club;La Liga;Falsch;1;0;3;86;162;2;3;55;0;0;0;0;0;2;0;1;1;112;800000;364;0.2;0;3;0;0;2;88;86;1289;4;0;18;1;2;0;308;91;101;0;0.2;0;0
Andrej Kramaric;CRO;28;Hoffenheim;Bundesliga;Falsch;47;2;36;554;766;18;9;445;0;0;2;5;0;6;10;12;2;681;30500000;1422;7.8;1;26;2;6;31;229;562;1321;51;6;65;3;5;2;3993;2129;1455;3.2;9.3;0;1
Yann Gboho;FRA;18;Rennes;Ligue 1;Falsch;6;1;10;52;112;4;1;38;0;0;0;0;0;0;1;1;1;92;2700000;226;0.2;0;8;0;1;4;64;69;934;5;1;19;3;4;2;604;380;128;0.2;0.2;0;0
Benjamin Lecomte;FRA;28;Monaco;Ligue 1;Falsch;1;0;0;848;333;1;0;627;0;0;0;0;0;0;1;0;0;654;11000000;2520;0;0;0;1;1;1;5;331;1388;2;0;1;0;0;0;2222;1188;13268;0.1;0;0;0
Junior Firpo;ESP;22;Barcelona;La Liga;Falsch;41;1;20;834;736;26;14;749;0;0;1;1;0;0;3;1;8;858;20000000;1014;0.6;0;12;0;2;14;124;696;856;15;0;30;24;32;14;3417;2076;3038;0.7;0.6;0;0
Angel Correa;ARG;24;Atlético Madrid;La Liga;Falsch;43;6;74;603;917;39;20;454;0;1;2;6;0;3;10;5;12;930;32000000;2061;6.6;0;46;0;8;51;410;666;563;65;4;123;23;35;15;3619;2197;1531;4.1;6.6;0;0
Frederik Ronnow;DEN;26;Eint Frankfurt;Bundesliga;Falsch;1;0;0;344;187;0;1;241;0;0;0;0;0;0;0;0;0;294;2400000;810;0;0;0;0;0;0;2;187;2188;0;0;0;0;0;0;893;576;6022;0;0;0;0
Callum Hudson Odoi;ENG;18;Chelsea;Premier League;Falsch;37;5;54;476;621;18;6;384;0;0;0;4;0;2;6;1;0;599;31500000;863;1.7;0;37;1;6;35;121;494;1122;45;3;29;8;8;5;3783;2313;1491;2.7;1.7;0;0
Mert Muldur;TUR;20;Sassuolo;Serie A;Falsch;52;1;43;806;690;29;40;681;0;1;0;8;1;3;4;2;11;877;4500000;1273;0.9;0;26;0;3;17;196;633;1727;31;2;71;45;56;29;3610;2465;3629;1.1;0.9;0;0
Domingos Duarte;POR;24;Granada;La Liga;Falsch;88;1;9;1218;854;49;234;970;0;0;0;0;0;0;1;3;15;1470;4000000;3087;1.2;0;8;1;1;4;208;829;735;5;0;74;35;50;21;4886;2652;7528;0.1;1.2;0;0
Takefusa Kubo;JPN;18;Mallorca;La Liga;Falsch;77;4;120;764;1060;32;11;539;0;2;2;12;3;12;18;4;19;1119;13500000;2312;2.8;0;81;4;12;58;492;841;1331;91;3;126;35;54;25;7666;5011;2566;2.9;2.8;0;1
Luigi Sepe;ITA;28;Parma;Serie A;Falsch;0;0;0;1138;480;0;0;841;0;0;0;0;0;0;0;0;0;781;4000000;3060;0;0;0;0;0;6;5;478;2295;6;0;1;1;1;0;2049;1500;17424;0.4;0;0;0
Ryan Fredericks;ENG;26;West Ham;Premier League;Falsch;57;3;29;1096;800;42;91;795;0;0;0;1;0;1;5;0;20;1174;4000000;2237;0.1;0;13;3;5;42;325;721;886;47;0;97;86;106;48;4329;2691;5415;2.6;0.1;0;0
Thomas Muller;GER;29;Bayern Munich;Bundesliga;Falsch;149;21;45;1359;1652;39;12;1023;2;5;0;2;0;4;28;8;11;1578;25500000;2255;8.3;0;26;3;24;117;570;1280;1729;136;5;212;50;61;40;5105;2994;4485;12.6;8.3;1;1
Jonathan de Guzman;NED;31;Eint Frankfurt;Bundesliga;Falsch;4;1;2;104;96;3;1;79;0;0;0;0;0;0;1;0;0;109;1200000;87;0;0;1;3;0;5;35;84;1045;8;0;14;1;1;1;466;234;379;0.5;0;1;0
Ruben Pardo;ESP;26;Bordeaux;Ligue 1;Falsch;8;0;1;112;96;1;4;94;0;0;0;0;0;0;0;1;1;125;2400000;188;0.2;0;0;0;0;3;31;90;1893;3;0;6;3;4;3;524;249;469;0.1;0.2;0;0
Dong won Ji;KOR;28;Mainz 05;Bundesliga;Falsch;1;0;2;23;34;1;1;14;0;0;0;0;0;0;0;0;0;35;1400000;102;0;0;0;0;0;0;19;31;714;0;0;3;0;0;0;76;22;35;0;0;0;0
Lasse Schone;DEN;33;Genoa;Serie A;Falsch;129;3;63;1634;1363;38;25;1379;0;2;0;2;0;1;5;2;34;1720;2000000;2427;2.2;0;42;30;2;31;485;1282;2278;74;8;137;46;80;28;7233;3191;6824;3.2;3;1;2
Esteban Granero;ESP;32;Espanyol;La Liga;Falsch;13;0;6;224;207;4;5;161;0;0;0;1;0;1;0;1;4;243;2400000;473;1.3;0;6;6;0;7;86;172;999;18;3;23;9;13;7;835;308;835;0.5;1.3;0;0
Dejan Kulusevski;SWE;19;Parma;Serie A;Falsch;122;8;150;1157;1588;36;13;905;1;2;3;14;1;5;16;10;21;1583;31500000;2930;6;0;87;3;9;108;728;1168;1333;139;7;173;38;59;21;11887;7331;4083;9;6.7;0;2
Mattia Valoti;ITA;25;SPAL;Serie A;Falsch;58;1;41;580;697;31;18;460;0;0;4;6;1;4;8;3;19;812;800000;1527;3.4;0;32;0;3;30;366;560;2573;42;2;85;49;68;33;3670;2026;1968;1;3.4;0;0
James Maddison;ENG;22;Leicester City;Premier League;Falsch;172;3;83;1674;1651;21;8;1282;1;1;1;16;0;16;13;6;12;1779;48000000;2624;4.9;0;58;53;7;76;629;1439;1494;169;7;198;56;68;39;7733;3581;7779;7.4;4.9;4;0
Papa Ndiaga Yade;SEN;19;Metz;Ligue 1;Falsch;0;0;0;3;6;0;0;0;0;0;0;0;0;0;0;0;0;3;250000;4;0;0;0;0;0;0;1;2;1770;0;0;1;0;0;0;36;18;0;0;0;0;0
Liam Henderson;SCO;23;Hellas Verona;Serie A;Falsch;6;0;0;65;74;1;5;43;0;0;0;0;0;0;0;0;0;81;1100000;196;0;0;0;0;0;2;57;54;1073;2;0;15;4;4;2;190;86;278;0.3;0;0;0
Joselu;ESP;29;Alavés;La Liga;Falsch;77;2;25;995;1636;39;44;541;0;2;0;2;1;10;13;11;10;1411;6000000;2782;9.8;0;12;0;7;37;543;1079;1213;60;9;143;25;35;16;2232;802;2354;2.1;10.5;0;5
Lionel Messi;ARG;32;Barcelona;La Liga;Falsch;319;21;274;2142;2616;7;1;1700;0;0;5;37;2;27;36;25;4;2411;112000000;2880;15.4;0;193;18;22;126;287;2229;1650;220;12;87;13;17;9;14619;9239;9544;15.3;19.2;5;2
Edgaras Dubickas;LTU;21;Lecce;Serie A;Falsch;0;0;0;2;3;0;0;1;0;0;0;0;0;0;0;0;0;2;75000;3;0;0;0;0;0;0;1;2;739;0;0;0;0;0;0;8;3;7;0;0;0;0
Goran Pandev;MKD;36;Genoa;Serie A;Falsch;63;1;64;586;927;11;3;442;0;0;1;6;3;6;11;9;1;837;325000;1685;5.4;0;32;2;5;46;274;673;1887;63;3;64;11;12;6;3888;2032;1911;2.1;5.4;1;1
Darwin Machis;VEN;26;Granada;La Liga;Falsch;48;5;87;582;815;36;13;361;1;2;0;7;0;5;10;7;12;821;3200000;2129;5.2;0;52;18;6;47;358;560;1492;84;5;94;28;40;19;5622;3892;2348;3.6;6;0;3
Kepa Arrizabalaga;ESP;24;Chelsea;Premier League;Falsch;0;0;0;1086;646;0;1;877;0;0;0;0;0;0;0;0;0;882;32000000;2970;0;0;0;1;0;0;3;646;126;1;0;1;0;0;0;2610;1487;12278;0;0;0;0
Jacopo Sala;ITA;27;SPAL;Serie A;Falsch;24;0;17;471;379;19;17;373;0;0;0;3;0;0;1;0;2;504;1200000;853;0.5;0;10;1;0;13;162;333;2207;17;0;45;24;26;9;1813;966;2084;0.3;0.5;1;0
Roberto Gagliardini;ITA;25;Inter;Serie A;Falsch;111;2;16;937;935;41;21;798;0;5;0;0;1;4;5;4;20;1153;12000000;1797;4.5;0;10;2;4;43;380;835;905;58;4;123;41;61;27;4907;2917;4081;1.2;4.8;0;0
Florin Andone;ROU;26;Brighton;Premier League;Falsch;0;0;4;12;33;1;1;8;0;0;0;0;0;0;0;1;0;28;3200000;73;0.1;0;2;0;0;1;7;16;88;1;0;1;2;2;2;218;151;20;0;0.1;0;0
Manu Garrido;ESP;18;Leganés;La Liga;Falsch;0;0;3;30;64;1;0;22;0;0;0;1;0;0;0;0;0;40;0;115;0.3;0;2;0;0;2;46;34;928;3;0;14;0;0;0;115;60;20;0;0.3;0;0
Matthijs de Ligt;NED;19;Juventus;Serie A;Falsch;54;0;1;1525;1257;51;142;1394;0;0;0;0;1;1;2;4;14;1760;67500000;2450;2.6;0;1;0;1;8;216;1239;1417;9;0;72;40;54;27;5973;2894;7983;0.3;2.6;0;0
Neil Taylor;WAL;30;Aston Villa;Premier League;Falsch;39;0;3;513;363;38;32;410;0;0;0;0;0;0;2;0;11;532;2800000;1091;0.3;0;2;0;2;10;121;322;2453;10;0;33;20;31;10;1122;571;2881;0.2;0.3;0;0
Cheick Timite;CIV;21;Amiens;Ligue 1;Falsch;3;0;1;41;55;2;1;32;0;0;0;0;0;0;0;0;0;52;1200000;115;0.2;0;0;0;0;2;21;43;2488;2;0;7;0;0;0;343;193;115;0.2;0.2;0;0
Lukas Hradecky;FIN;29;Leverkusen;Bundesliga;Falsch;0;0;0;1596;1009;0;1;1220;0;0;0;0;0;0;1;0;0;1393;8000000;3060;0;0;0;3;1;3;3;1007;1119;6;0;1;0;0;0;5305;2339;21089;0;0;0;0
Demarai Gray;ENG;23;Leicester City;Premier League;Falsch;22;3;27;327;407;10;2;271;0;0;0;1;1;1;6;2;5;415;14500000;622;1.7;0;13;1;5;25;129;325;1002;29;1;39;8;13;5;2739;1575;850;1.7;2.5;0;0
Issiaga Sylla;GUI;25;Toulouse;Ligue 1;Falsch;106;2;48;1461;1050;87;117;1080;0;3;0;0;0;1;2;0;46;1601;2800000;2520;1;0;29;2;2;34;409;934;2431;40;0;127;74;120;51;6389;3958;8113;1.5;1;0;0
Ahmed Elmohamady;EGY;31;Aston Villa;Premier League;Falsch;43;1;9;633;462;11;29;484;0;0;0;0;0;0;1;1;6;622;2000000;1031;0.2;0;7;1;1;27;109;424;768;28;0;28;25;31;17;2351;1410;3713;2.6;0.2;0;0
Ralf Fahrmann;GER;30;Norwich City;Premier League;Falsch;0;0;0;10;4;0;0;7;0;0;0;0;0;0;0;0;1;9;1600000;21;0;0;0;0;0;0;0;4;806;0;0;0;0;1;0;17;13;79;0;0;0;0
Kerem Demirbay;GER;26;Leverkusen;Bundesliga;Falsch;102;5;44;1214;1065;27;12;947;0;0;0;3;0;1;10;1;19;1260;24000000;1573;2.8;0;36;30;4;37;324;974;653;74;3;117;33;52;22;5516;2545;5956;3.8;2.8;6;0
Nathan Tella;ENG;20;Southampton;Premier League;Falsch;0;0;0;1;3;0;0;0;0;0;0;0;0;1;0;0;0;3;0;3;0.1;0;0;0;0;0;2;2;2459;1;0;0;0;0;0;6;4;0;0;0.1;0;0
Javi Ontiveros;ESP;21;Villarreal;La Liga;Falsch;35;1;59;479;568;14;6;368;0;1;0;5;1;3;4;2;5;649;7000000;889;2.1;0;30;4;3;19;271;491;1843;33;1;68;34;39;22;4189;2680;1575;1.4;2.1;0;0
Luca Valls;FRA;20;Nîmes;Ligue 1;Falsch;0;0;0;4;6;1;0;2;0;0;0;0;0;0;0;0;1;8;0;11;0;0;0;0;0;0;3;4;2571;0;0;0;1;2;0;8;2;9;0;0;0;0
Sebastian Langkamp;GER;31;Werder Bremen;Bundesliga;Falsch;3;0;1;190;148;8;22;167;0;0;0;0;0;0;0;0;1;225;800000;314;0.4;0;1;0;0;1;27;146;1360;1;0;10;5;6;3;752;365;951;0;0.4;0;0
Marcos Rojo;ARG;29;Manchester Utd;Premier League;Falsch;5;0;1;55;41;1;9;37;0;0;0;0;0;0;0;0;1;60;8000000;122;0.1;0;0;0;0;0;16;40;2149;0;0;4;2;3;1;201;87;323;0;0.1;0;0
David Silva;ESP;33;Manchester City;Premier League;Falsch;140;10;50;1513;1613;21;7;1319;3;4;1;8;1;5;20;6;9;1645;12000000;1826;6.3;0;35;1;13;88;302;1404;2317;112;6;96;26;35;16;6624;3598;4208;5.4;6.3;1;1
Renan Lodi;BRA;21;Atlético Madrid;La Liga;Falsch;70;2;30;1246;927;63;62;926;0;0;0;0;0;2;2;1;22;1278;31500000;2396;0.9;0;15;0;2;28;363;818;1438;31;1;101;72;94;46;4883;2830;5561;1.6;0.9;0;0
Jeison Murillo;COL;27;Sampdoria / Celta Vigo;Serie A / La Liga;Wahr;40;0;6;981;716;37;137;850;0;0;0;2;0;0;0;1;15;1154;6500000;2195;0.4;0;4;0;0;5;238;693;3475;7;0;74;53;68;27;3272;1750;6085;0.1;0.4;0;0
Salomon Kalou;CIV;33;Hertha BSC;Bundesliga;Falsch;4;0;4;44;71;4;2;29;0;0;0;0;0;0;1;1;1;74;1600000;146;1.4;0;1;0;1;1;33;49;1236;1;0;10;3;4;3;313;156;188;0.2;1.4;0;0
Paul Bernardoni;FRA;22;Nîmes;Ligue 1;Falsch;0;0;0;705;282;0;1;426;0;0;0;0;0;0;1;0;0;500;5500000;2203;0;0;0;2;0;2;2;278;285;4;0;0;0;0;0;1333;799;9630;0;0;1;0
Szymon Zurkowski;POL;21;Fiorentina;Serie A;Falsch;0;0;0;4;6;0;1;4;0;0;0;0;0;0;0;0;0;8;3000000;12;0;0;0;0;0;0;3;5;2729;0;0;1;0;0;0;23;11;4;0;0;0;0
Kieran Tierney;SCO;22;Arsenal;Premier League;Falsch;40;1;16;544;422;22;44;414;0;0;0;2;0;0;3;1;10;579;20000000;989;0.3;0;12;1;2;8;126;385;2487;11;0;39;21;31;11;2162;1125;2568;1.1;0.3;1;0
