Player,Nation,Age,Squad,Comp,played_two_leagues,#Prog_Pass,Ast,Att_Drib,Att_Pass,Att_Recep,Blocks,Clr,Cmp_Pass,Def_GCA,Def_SCA,Drib_GCA,Drib_SCA,F1,Fld_GCA,Fld_SCA,GCA,Gls,Int,Live_Touches,Marktvalue,Min,npxG,OG_GCA,Oppon_Drib,PassDead,PassDead_SCA,PassLive_GCA,PassLive_SCA,Press,Recep,Rk,SCA,Sh_SCA,Sh_SCA.1,Succ_Press,Tkl,Tkl+Int,TklW,TotDist_Carried,TotPrgDist_Carried,TotPrgDist_Pass,xA,xG
Damien Da Silva,FRA,31,Rennes,fr Ligue 1,False,46,2,11,1220,955,38,198,1068,0,0,0,0,557,0,0,2,1,20,1467,4000000,2244,0.5,0,10,0,0,2,12,159,941,607,13,0,1,59,31,51,17,5505,2680,6898,1,0.5
Federico Bernardeschi,ITA,25,Juventus,it Serie A,False,54,1,43,684,846,22,12,560,0,0,0,3,261,0,5,1,1,6,855,28000000,1571,4.6,0,26,0,8,1,42,313,689,283,62,0,4,73,14,20,7,4548,2248,2235,3.4,4.6
Mikel San Jose,ESP,30,Athletic Club,es La Liga,False,6,0,4,125,122,6,17,93,0,0,0,0,2082,0,0,0,0,4,175,4800000,359,0.5,0,0,0,0,0,2,70,98,2223,2,0,0,21,8,12,7,286,120,490,0,0.5
Jose Luis Morales,ESP,32,Levante,es La Liga,False,62,2,104,700,1124,25,10,472,0,0,1,7,1380,0,2,6,4,11,970,6500000,2519,4.7,0,58,0,2,4,51,354,754,1474,66,1,4,78,15,26,7,6251,3987,2243,4,4.7
Odion Ighalo,NGA,30,Manchester Utd,eng Premier League,False,1,0,7,23,56,2,0,21,0,0,0,2,1062,0,0,0,0,0,46,5200000,101,1.5,0,4,0,0,0,3,23,35,1142,5,0,0,5,2,2,2,206,96,22,0.1,1.5
Kingsley Michael,NGA,19,Bologna,it Serie A,False,4,0,0,58,49,1,3,51,0,0,0,0,1558,0,0,0,0,0,60,900000,76,0,0,0,0,0,0,1,15,43,1654,1,0,0,4,1,1,0,248,125,176,0.1,0
Francesco Acerbi,ITA,31,Lazio,it Serie A,False,119,2,17,2011,1641,61,165,1809,0,0,0,1,9,0,1,3,2,28,2287,12000000,3162,2,0,15,0,0,3,24,320,1600,10,27,0,1,115,52,80,33,11551,6232,12495,1.6,2
Artur Ionita,MDA,28,Cagliari,it Serie A,False,39,2,22,708,683,39,25,599,0,1,0,2,1078,0,1,2,0,8,855,3500000,1897,0.9,0,16,0,0,2,29,367,550,1162,34,0,1,98,36,44,20,3579,1923,2320,0.7,0.9
Jose Gimenez,URU,24,Atlético Madrid,es La Liga,False,43,0,1,853,635,25,122,753,0,0,0,0,1452,0,1,0,0,9,987,56000000,1755,0.5,0,1,0,0,0,8,98,622,1546,9,0,0,31,24,33,11,2920,1625,5684,0,0.5
Gervinho,CIV,32,Parma,it Serie A,False,61,4,104,512,967,7,1,402,0,3,3,19,868,0,2,12,7,7,757,5500000,2270,8.1,0,67,0,0,9,42,307,624,942,68,0,2,70,8,15,7,6832,4612,1480,2.3,8.9
Rafinha,BRA,26,Barcelona / Celta Vigo,es La Liga,False,114,1,85,1481,1547,51,22,1280,0,1,0,8,2580,2,8,6,4,16,1848,9500000,2297,2.2,0,62,0,3,4,54,522,1366,4103,76,0,2,166,79,95,56,8586,4797,4803,1.7,2.2
Eliseo Falcon,ESP,22,Levante,es La Liga,False,1,0,2,24,19,0,3,22,0,0,0,0,744,0,0,0,0,0,26,300000,73,0,0,2,0,0,0,0,7,19,810,0,0,0,1,1,1,0,173,92,135,0,0
Jules Keita,GUI,21,Dijon,fr Ligue 1,False,3,0,20,35,74,0,1,27,0,0,0,2,1177,0,0,0,0,2,68,1300000,158,0.2,0,12,0,0,0,1,26,55,1257,3,0,0,3,2,4,1,701,564,129,0.3,0.2
Tony Jantschke,GER,29,M'Gladbach,de Bundesliga,False,55,0,1,646,515,31,63,538,0,0,0,0,1102,0,0,0,0,19,767,2400000,1012,0.5,0,1,0,0,0,12,129,506,1185,12,0,0,46,39,58,16,2590,1144,4543,0.9,0.5
Alphonse Areola,FRA,26,Real Madrid / Paris S-G,es La Liga / fr Ligue 1,True,0,0,0,193,92,0,0,170,0,0,0,0,221,0,0,0,0,0,152,13000000,630,0,0,0,0,0,0,0,0,90,237,0,0,0,0,0,0,0,494,277,2403,0,0
Kieran Tierney,SCO,22,Arsenal,eng Premier League,False,40,1,16,544,422,22,44,414,0,0,0,2,2326,0,0,3,1,10,579,20000000,989,0.3,0,12,1,1,2,8,126,385,2487,11,0,0,39,21,31,11,2162,1125,2568,1.1,0.3
Borja Mayoral,ESP,22,Levante,es La Liga,False,44,2,57,561,980,14,10,447,0,0,2,5,1503,1,4,11,8,7,758,3200000,2140,7.8,0,32,0,0,7,47,322,604,1600,61,1,5,84,9,16,4,3396,1507,1319,2.5,7.8
Zeki Celik,TUR,22,Lille,fr Ligue 1,False,118,2,42,1365,1024,37,49,1094,0,0,0,1,435,1,1,5,0,15,1347,16000000,2070,0.3,0,22,1,2,3,26,391,923,481,30,0,0,118,65,80,34,5744,3415,7584,1.8,0.3
Sheraldo Becker,NED,24,Union Berlin,de Bundesliga,False,12,2,13,133,231,3,3,81,0,0,0,3,212,0,1,3,0,2,171,1000000,540,0.2,0,9,0,0,3,11,84,124,228,15,0,0,20,4,6,2,1094,685,607,0.8,0.2
Peter Ankersen,DEN,28,Genoa,it Serie A,False,36,1,18,607,549,29,22,501,0,0,0,3,89,0,0,1,0,9,653,2000000,1063,0.8,0,12,0,0,1,17,151,499,99,21,0,1,34,10,19,5,2245,1370,2996,0.7,0.8
Christian Gross,GER,30,Werder Bremen,de Bundesliga,False,20,0,10,461,393,19,69,411,0,1,0,1,936,0,0,0,0,7,583,300000,872,0.2,0,8,0,1,0,6,134,385,1014,10,0,1,39,23,30,12,3413,2180,2201,0.1,0.2
Admir Mehmedi,SUI,28,Wolfsburg,de Bundesliga,False,46,2,13,574,731,16,3,412,0,0,0,0,1526,1,1,7,2,2,658,8000000,1200,1.7,0,8,0,5,6,25,325,514,1623,32,0,1,90,14,16,5,2294,981,1953,1.4,1.7
Hugo Mallo,ESP,28,Celta Vigo,es La Liga,False,77,1,12,1301,951,53,90,998,0,0,1,2,1424,0,2,2,0,14,1308,7000000,1965,0.2,0,8,0,2,1,22,292,866,1518,28,0,0,79,63,77,28,3942,1980,7121,1.8,0.2
Charles Aranguiz,CHI,30,Leverkusen,de Bundesliga,False,172,3,22,1627,1451,38,34,1397,0,1,0,0,104,0,2,5,1,23,1836,12000000,2118,1.4,1,14,0,1,4,38,531,1350,113,43,0,0,197,55,78,31,5362,2410,7830,1.8,1.4
Ibrahima Mbaye,SEN,24,Bologna,it Serie A,False,39,3,15,834,613,43,57,709,0,0,0,0,1507,0,0,3,0,3,833,2400000,1507,0.4,0,12,0,4,2,10,213,575,1604,15,1,1,57,18,21,11,3104,1513,4901,0.5,0.4
Sean Longstaff,ENG,21,Newcastle Utd,eng Premier League,False,38,1,14,657,558,31,30,515,1,1,0,1,1352,0,2,3,1,19,806,17500000,1378,0.9,0,10,0,7,1,19,513,497,1444,32,1,2,112,43,62,21,2238,880,2462,1,0.9
Sebastien De Maio,FRA,32,Udinese,it Serie A,False,34,0,3,661,487,44,94,533,0,0,0,0,582,0,0,3,0,20,818,725000,1500,0.9,0,2,0,0,3,5,144,472,633,5,0,0,46,21,41,15,2762,1425,3817,0,0.9
Antony Evans,ENG,20,Paderborn 07,de Bundesliga,False,9,0,4,71,58,3,3,39,0,0,0,0,731,0,0,0,0,0,80,350000,156,0.1,0,3,0,4,0,4,43,48,796,8,0,0,11,7,7,4,286,135,489,0.6,0.1
Christian Oliva,URU,23,Cagliari,it Serie A,False,25,1,2,235,183,9,18,205,0,1,0,0,1729,0,0,3,1,4,283,4000000,469,0.1,0,1,1,1,2,8,107,171,1831,10,0,0,39,17,21,12,1011,504,1151,0.2,0.1
Luca Waldschmidt,GER,23,Freiburg,de Bundesliga,False,25,1,34,356,552,16,6,276,0,0,1,5,2462,1,4,6,7,5,506,16000000,1268,2.8,0,18,0,0,4,24,205,396,2637,37,0,4,57,9,14,6,2026,1016,958,1.2,5.1
Giorgi Kochorashvili,GEO,20,Levante,es La Liga,False,0,0,0,0,1,0,0,0,0,0,0,0,1206,0,0,0,0,0,1,100000,2,0,0,0,0,0,0,0,1,1,1287,0,0,0,1,0,0,0,13,0,0,0,0
Kylian Mbappe,FRA,20,Paris S-G,fr Ligue 1,False,48,5,115,671,1040,8,1,515,0,0,2,19,1506,1,4,12,18,1,904,180000000,1513,17,0,70,0,2,9,60,137,813,1603,91,0,6,40,4,5,2,5887,4153,1831,8.5,17
Ragnar Klavan,EST,33,Cagliari,it Serie A,False,60,0,7,1183,975,43,146,1072,0,0,0,0,1198,0,0,0,0,16,1404,1200000,2354,0.4,0,6,0,0,0,7,241,964,1280,7,0,0,90,37,53,26,6243,3407,7345,0.6,0.4
Adama Traore,MLI,24,Metz / Monaco,fr Ligue 1,False,64,4,38,954,538,14,7,631,1,3,1,18,2605,2,12,15,1,1,554,25500000,1032,1.2,0,30,0,0,11,66,177,424,5045,99,0,0,37,6,7,3,2875,1352,2824,4.1,1.2
Wilfried Kanga,FRA,21,Angers,fr Ligue 1,False,2,0,1,17,46,0,0,12,0,0,0,0,1164,0,0,0,0,0,27,900000,68,0.2,0,1,0,0,0,2,19,23,1244,2,0,0,2,0,0,0,93,54,52,0.1,0.2
Jason,ESP,25,Getafe,es La Liga,False,40,4,50,407,447,23,11,236,0,1,0,2,1105,1,3,7,1,12,546,4800000,1175,1.5,0,21,3,12,2,21,256,342,1188,41,1,2,79,31,43,19,2228,1132,1723,2.3,1.5
Antonio Mirante,ITA,36,Roma,it Serie A,False,0,0,1,172,86,0,0,140,0,0,0,0,1577,0,0,0,0,0,143,650000,450,0,0,1,0,0,0,0,1,83,1673,0,0,0,0,0,0,0,338,217,2474,0,0
Donovan Leon,GUF,26,Brest,fr Ligue 1,False,0,0,0,41,15,1,0,28,0,0,0,0,1316,0,0,0,0,0,34,325000,123,0,0,0,0,1,0,0,3,15,1404,1,0,0,0,0,0,0,88,34,545,0,0
Morten Thorsby,NOR,23,Sampdoria,it Serie A,False,48,1,12,793,730,48,42,608,0,1,1,3,2322,0,1,6,1,6,963,2000000,1865,1.4,0,8,0,2,5,29,387,600,2483,37,0,1,102,48,54,28,2540,1286,2883,1.2,1.4
Romain Del Castillo,FRA,23,Rennes,fr Ligue 1,False,44,5,57,482,681,16,7,379,0,2,0,5,590,0,5,6,2,7,656,4800000,1242,1.6,0,40,0,0,6,32,348,497,643,46,0,2,81,25,32,19,3989,2487,1576,2.9,2.3
Unai Vencedor,ESP,18,Athletic Club,es La Liga,False,2,0,1,41,23,0,0,31,0,0,0,0,2418,0,0,0,0,1,34,1800000,73,0.1,0,1,0,0,0,1,9,22,2590,1,0,0,2,0,1,0,164,93,190,0,0.1
Marcus Rashford,ENG,21,Manchester Utd,eng Premier League,False,131,7,132,988,1557,26,20,758,0,0,4,11,1948,4,10,20,17,8,1332,64000000,2643,11.2,1,77,0,2,11,65,378,1103,2070,93,0,4,102,12,20,6,7485,5234,3377,4.6,17.3
Theo Hernandez,FRA,21,Milan,it Serie A,False,159,3,94,2019,1714,66,53,1684,1,3,0,5,1007,1,8,9,6,36,2101,32000000,2817,4.4,0,60,0,2,7,68,488,1576,1087,93,0,7,165,75,111,48,11093,7568,9321,4.8,4.4
Tomas Pina,ESP,31,Alavés,es La Liga,False,42,0,10,525,401,18,51,419,0,0,0,0,1867,1,1,1,1,11,662,2000000,1344,0.9,0,10,0,0,0,9,231,361,1983,10,0,0,63,34,45,21,1605,567,1941,0.5,0.9
Florian Grillitsch,AUT,23,Hoffenheim,de Bundesliga,False,128,3,35,1775,1467,53,46,1577,0,1,0,5,933,0,3,4,0,36,1998,20000000,2408,1.1,0,24,0,1,4,47,407,1419,1011,59,0,2,131,67,103,45,9329,4615,7544,2.4,1.1
Marc Albrighton,ENG,29,Leicester City,eng Premier League,False,50,3,29,507,494,18,7,344,0,0,0,1,45,0,0,5,0,9,587,8000000,867,0.6,0,13,0,2,5,22,191,428,48,26,0,1,65,23,32,11,2560,1179,2444,2,0.6
Fousseni Diabate,MLI,23,Amiens,fr Ligue 1,False,34,3,45,482,626,15,8,362,0,0,1,2,618,0,1,4,1,8,641,2200000,1190,0.8,0,31,0,2,3,20,378,459,673,25,0,0,99,18,26,10,3525,2050,1361,1.8,0.8
Giangiacomo Magnani,ITA,23,Brescia / Sassuolo,it Serie A,False,4,0,1,114,93,7,15,94,0,0,0,0,2560,0,0,0,1,3,144,3200000,260,1.1,0,1,0,0,0,1,11,91,2995,1,0,0,3,2,5,0,420,228,608,0.1,1.1
Myziane Maolida,FRA,20,Nice,fr Ligue 1,False,36,2,22,317,397,13,2,257,0,1,0,3,1441,0,2,2,1,5,411,7200000,675,2,0,14,0,0,2,20,140,325,1535,28,0,2,36,15,20,11,2561,1840,1006,1.8,2
Andrea Tabanelli,ITA,29,Lecce,it Serie A,False,26,0,23,353,417,20,18,281,0,0,0,0,2279,0,1,1,1,11,491,725000,964,0.9,0,15,0,2,1,9,206,344,2436,12,0,0,47,18,29,12,2471,1372,1237,0.1,0.9
Yassine Benrahou,FRA,20,Bordeaux / Nîmes,fr Ligue 1,False,21,5,42,421,518,8,5,291,0,2,0,1,475,1,4,6,2,6,508,2700000,930,2.4,0,23,3,14,1,20,196,389,521,46,1,5,67,15,21,9,2489,1273,1523,3.1,2.4
Julian Chabot,GER,21,Sampdoria,it Serie A,False,13,0,4,238,173,8,40,205,0,0,0,0,438,0,0,0,1,14,302,3200000,569,0.1,0,4,0,0,0,1,67,170,486,1,0,0,21,14,28,10,865,307,1377,0,0.1
Manu Vallejo,ESP,22,Valencia,es La Liga,False,3,0,10,94,180,5,3,70,0,0,0,1,2398,0,2,1,2,0,148,4800000,418,1.7,0,8,0,0,1,7,122,107,2570,11,0,1,27,6,6,2,708,444,203,0.4,1.7
Nestor Araujo,MEX,27,Celta Vigo,es La Liga,False,59,2,1,1482,1149,43,205,1290,0,0,0,1,107,0,0,3,1,38,1763,5500000,2888,0.8,0,1,0,0,2,4,217,1133,115,7,1,2,71,47,85,27,7578,3729,8276,0.2,0.8
Joao Victor,BRA,25,Wolfsburg,de Bundesliga,False,41,2,53,442,739,38,9,322,0,1,1,5,2048,0,3,4,2,13,681,3500000,1629,3.6,0,40,0,1,3,27,401,432,2189,43,0,6,114,38,51,22,3087,1860,1395,1.9,3.6
Suleiman Abdullahi,NGA,22,Union Berlin,de Bundesliga,False,3,0,4,40,77,3,2,18,0,0,0,1,3,0,0,0,1,1,62,1400000,157,1.3,0,3,0,0,0,1,25,39,4,2,0,0,9,1,2,1,279,177,132,0.2,1.3
Joachim Andersen,DEN,23,Lyon,fr Ligue 1,False,65,0,2,1308,1134,22,95,1192,0,0,0,0,76,0,0,0,1,8,1449,16000000,1531,0.9,0,2,0,0,0,12,107,1123,84,12,0,0,34,18,26,10,5920,3476,7114,0.2,0.9
Erick Pulgar,CHI,25,Fiorentina,it Serie A,False,124,6,20,1738,1215,76,52,1410,0,3,0,0,1913,0,2,10,7,36,1742,12000000,2950,1.4,0,14,7,56,3,59,698,1117,2031,123,0,3,195,66,102,39,4898,2157,8679,6.7,7.5
Oghenekaro Etebo,NGA,23,Getafe,es La Liga,False,23,0,9,213,194,9,16,135,0,0,0,0,728,0,0,1,1,10,289,4000000,572,0.6,0,6,0,0,1,6,117,162,793,7,0,1,36,20,30,14,1152,605,711,0.2,0.6
Matthijs de Ligt,NED,19,Juventus,it Serie A,False,54,0,1,1525,1257,51,142,1394,0,0,0,0,1329,1,1,2,4,14,1760,67500000,2450,2.6,0,1,0,0,1,8,216,1239,1417,9,0,0,72,40,54,27,5973,2894,7983,0.3,2.6
Fernando Pacheco,ESP,27,Alavés,es La Liga,False,0,0,0,814,273,0,1,471,0,0,0,0,1767,0,0,0,0,0,519,14500000,2358,0,0,0,0,1,0,3,2,271,1872,4,0,0,1,0,0,0,2099,1483,16380,0,0
Thomas Foket,BEL,24,Reims,fr Ligue 1,False,82,1,28,1308,934,37,84,1054,0,2,0,1,798,0,0,3,0,23,1264,4800000,2430,0.5,0,16,0,4,3,37,300,829,868,44,0,0,103,55,78,36,5792,3607,6427,1.5,0.5
Jacopo Petriccione,ITA,24,Lecce,it Serie A,False,115,5,28,1264,1066,40,27,1091,0,1,0,0,1853,0,2,8,0,19,1352,2400000,2138,0.5,0,20,1,16,7,67,362,1012,1966,86,0,0,95,39,58,27,5915,3321,6194,2.1,0.5
Felipe Curcio,BRA,26,Brescia,it Serie A,False,1,0,0,12,9,0,0,8,0,0,0,0,547,0,0,0,0,0,11,300000,5,0,0,0,0,0,0,0,1,9,596,0,0,0,1,0,0,0,113,102,53,0,0
Gerard Pique,ESP,32,Barcelona,es La Liga,False,116,0,9,2659,2211,66,182,2469,0,0,0,0,1872,0,0,1,1,36,2891,20000000,3092,2.3,0,9,0,0,1,12,244,2171,1988,12,0,0,83,37,73,22,13521,8080,14795,0.6,2.3
Kevin Long,IRL,28,Burnley,eng Premier League,False,7,0,1,186,121,15,39,141,0,0,0,0,1349,0,0,1,0,1,251,1600000,564,0.2,0,1,1,1,0,0,53,117,1441,2,0,1,17,10,11,8,474,173,908,0,0.2
Thierry Correia,POR,20,Valencia,es La Liga,False,12,0,2,134,101,6,13,107,0,0,0,0,521,0,0,1,0,1,141,2700000,259,0,0,1,1,2,0,2,32,92,566,4,0,0,15,7,8,5,448,286,892,0.1,0
Moussa Niakhate,FRA,23,Mainz 05,de Bundesliga,False,100,2,11,1450,1106,54,215,1177,0,0,0,0,1688,0,1,3,1,31,1763,11000000,2970,1,0,4,0,2,3,21,373,1081,1787,25,0,1,122,56,87,41,7501,4456,9847,1,1
Jonas Martin,FRA,29,Rennes / Strasbourg,fr Ligue 1,False,20,0,3,271,219,6,4,239,0,0,0,0,2562,0,0,0,0,1,283,2800000,360,0.1,0,3,0,1,0,5,67,208,3129,6,0,0,23,13,14,10,988,501,1041,0.5,0.9
Pedro Mendes,POR,28,Montpellier,fr Ligue 1,False,71,0,7,713,569,24,57,587,0,0,0,0,1533,0,0,0,1,14,842,4800000,1376,1,0,7,0,0,0,4,197,551,1629,5,0,1,68,38,52,29,3351,1907,5288,0.1,1
James Lea Siliki,FRA,23,Rennes,fr Ligue 1,False,29,0,16,430,415,19,14,324,0,1,0,1,1295,0,5,2,0,5,560,4800000,1079,0.9,0,11,0,0,2,17,239,373,1384,24,0,0,67,29,34,19,2322,1403,1285,0.8,0.9
Juan Soriano,ESP,21,Leganés,es La Liga,False,0,0,0,297,110,0,1,168,0,0,0,0,2221,0,0,0,0,0,205,1600000,990,0.3,0,0,0,0,0,0,0,110,2370,1,0,1,0,0,0,0,826,442,4092,0,0.3
Antonio Barragan,ESP,32,Betis,es La Liga,False,33,1,4,460,380,9,28,377,0,0,1,2,189,0,0,3,0,5,460,1600000,641,0.1,0,3,0,1,2,16,47,361,201,19,0,0,11,3,8,1,1292,690,2342,0.6,0.1
Rayan Ait Nouri,FRA,18,Angers,fr Ligue 1,False,49,2,41,801,609,32,51,625,0,1,0,0,31,0,1,4,0,13,846,15500000,1282,0.2,0,22,0,3,4,17,224,565,34,22,0,0,83,32,45,18,3810,2409,4747,0.8,0.2
Pape Diop,SEN,33,Eibar,es La Liga,False,86,0,10,806,605,37,50,593,1,5,0,0,640,0,1,2,1,20,1036,1200000,2253,1.1,0,8,0,0,1,25,414,531,697,32,0,1,113,43,63,27,2281,884,3138,0.5,1.1
Juan Hernandez,ESP,24,Celta Vigo,es La Liga,False,3,0,5,23,41,0,0,14,0,0,0,2,1004,0,0,0,0,1,27,650000,87,0,0,3,0,0,0,2,16,20,1084,4,0,0,1,0,1,0,152,90,91,0.3,0
Oscar de Marcos,ESP,30,Athletic Club,es La Liga,False,19,1,4,228,217,13,8,168,0,0,0,0,1448,0,0,1,0,4,242,3200000,541,0.1,0,2,0,4,1,7,72,164,1542,11,0,0,11,5,9,0,935,502,1031,1,0.1
Dele Alli,ENG,23,Tottenham,eng Premier League,False,65,4,63,805,1102,53,17,621,0,1,5,9,58,0,2,12,8,7,1076,64000000,1847,6.3,0,36,0,1,5,39,479,773,64,54,2,2,135,41,48,29,4583,2502,2384,2,7.1
Tachi,ESP,21,Alavés,es La Liga,False,2,0,0,59,40,9,16,43,0,0,0,0,2280,0,0,0,0,2,80,800000,238,0,0,0,0,0,0,0,24,36,2437,0,0,0,6,2,4,1,106,54,402,0,0
Nemanja Radonjic,SRB,23,Marseille,fr Ligue 1,False,44,1,60,347,556,8,5,254,0,0,1,4,1923,0,4,3,5,3,516,6500000,880,2.8,0,35,0,1,2,18,168,422,2043,28,0,1,41,9,12,7,3990,2824,1285,0.9,2.8
Alessandro Tripaldelli,ITA,20,Sassuolo,it Serie A,False,4,0,3,69,64,3,4,57,0,0,0,0,2369,0,0,0,0,1,79,450000,135,0,0,2,0,0,0,0,23,61,2538,0,0,0,4,4,5,1,369,222,445,0,0
Cristian Tello,ESP,27,Betis,es La Liga,False,34,0,19,377,386,7,3,285,0,0,0,1,2299,0,0,0,2,5,420,4800000,787,1.6,0,12,0,2,0,16,102,331,2460,20,0,1,28,10,15,7,2258,1436,1284,0.3,1.6
Jonas Hector,GER,29,Köln,de Bundesliga,False,113,2,18,1271,1090,60,64,1015,0,0,0,2,991,1,6,5,4,29,1493,6800000,2433,1.7,0,11,0,1,3,43,625,950,1069,54,1,2,206,74,103,45,4851,2100,5297,2.9,1.8
David Junca,ESP,25,Celta Vigo,es La Liga,False,10,0,5,152,121,3,7,115,0,0,0,0,1141,0,0,0,0,0,147,1200000,258,0,0,3,0,0,0,3,32,108,1221,3,0,0,8,4,4,3,691,475,739,0,0
Tom Davies,ENG,21,Everton,eng Premier League,False,111,0,34,870,770,34,35,681,0,0,0,2,577,0,2,0,1,28,1097,16000000,2027,2,0,24,0,0,0,17,425,689,628,24,0,3,99,36,64,18,3888,2018,4037,0.3,2
Willy Boly,CIV,28,Wolves,eng Premier League,False,37,1,12,959,747,50,136,793,0,0,0,0,296,0,0,1,0,21,1218,14500000,1979,0.3,0,10,0,0,1,8,271,717,322,8,0,0,101,61,82,40,3167,1435,6024,0.3,0.3
David Timor,ESP,29,Getafe,es La Liga,False,39,0,2,404,220,10,44,251,0,1,0,0,2328,0,2,0,3,7,447,1600000,943,0.6,0,2,0,7,0,8,138,198,2489,18,0,0,38,11,18,6,795,355,2163,0.1,0.6
Xaver Schlager,AUT,21,Wolfsburg,de Bundesliga,False,65,2,28,678,653,32,20,530,0,0,0,5,2123,0,2,4,1,12,917,12000000,1719,1.4,0,25,0,0,4,28,462,548,2268,36,0,1,155,56,68,44,4035,2317,2823,2.1,1.4
Ibrahima Traore,GUI,31,M'Gladbach,de Bundesliga,False,11,1,11,60,91,1,1,45,0,0,0,1,2360,0,0,1,0,1,89,800000,152,0.2,0,6,0,0,1,8,33,69,2529,9,0,0,6,5,6,2,411,250,265,0.7,0.2
Djavan Anderson,NED,24,Lazio,it Serie A,False,0,0,5,68,57,5,2,58,0,0,0,0,77,0,0,0,0,1,73,300000,167,0.1,0,2,0,0,0,2,24,44,85,2,0,0,5,1,2,1,510,259,206,0,0.1
Luca Cigarini,ITA,33,Cagliari,it Serie A,False,108,4,12,1228,941,43,40,992,0,1,0,1,470,0,1,9,0,19,1235,800000,1598,0.3,0,11,2,22,7,38,256,892,517,63,0,0,80,37,56,26,3627,1968,7200,3,0.3
Julian Schieber,GER,30,Augsburg,de Bundesliga,False,1,0,0,14,17,0,0,11,0,0,0,0,2121,0,0,0,0,0,15,600000,43,0.1,0,0,0,0,0,1,18,11,2266,2,0,1,2,1,1,1,62,37,24,0,0.1
Jacopo Da Riva,ITA,18,Atalanta,it Serie A,False,0,0,0,2,2,0,0,2,0,0,0,0,556,0,0,0,0,0,2,200000,1,0,0,0,0,0,0,1,4,2,606,1,0,0,0,0,0,0,7,4,9,0,0
Rafa Soares,POR,24,Eibar,es La Liga,False,18,0,3,219,124,7,11,154,0,0,0,0,2209,0,0,0,0,2,183,2400000,435,0,0,1,0,3,0,5,55,110,2358,8,0,0,16,5,7,2,617,313,1489,0.2,0
Roberto Soriano,ITA,28,Bologna,it Serie A,False,148,5,41,1227,1388,31,20,1031,0,3,0,5,2222,3,8,12,5,10,1459,6500000,2469,3.8,1,29,0,0,8,87,455,1158,2371,106,0,2,134,52,62,37,8139,4204,5019,5.3,3.8
Ken Reichel,GER,32,Union Berlin,de Bundesliga,False,16,0,4,253,162,18,20,183,0,0,0,0,1958,0,1,1,0,6,263,400000,533,0.4,0,2,0,1,1,3,75,148,2084,6,0,1,15,10,16,7,814,478,1578,0.3,0.4
Vincent Laurini,FRA,30,Parma,it Serie A,False,42,2,11,535,388,18,30,432,0,0,0,0,1288,0,1,2,0,9,539,1100000,884,0,0,9,0,0,2,12,138,375,1373,13,0,0,54,29,38,23,2201,1271,3452,1.1,0
Valere Germain,FRA,29,Marseille,fr Ligue 1,False,23,4,12,440,624,31,21,330,0,0,0,1,867,1,1,6,2,3,589,4000000,1350,1.6,1,5,0,0,3,18,281,415,941,22,1,1,65,23,26,19,1517,584,1029,1.6,1.6
Bastian Oczipka,GER,30,Schalke 04,de Bundesliga,False,141,5,70,1787,1288,55,88,1369,0,0,1,3,1722,0,0,13,0,25,1731,3200000,3015,0.2,0,44,3,25,9,41,368,1190,1822,69,0,0,138,72,97,37,9663,5586,9673,2.9,0.2
Giulio Donati,ITA,29,Lecce,it Serie A,False,69,0,19,997,773,36,40,853,0,0,0,2,657,1,2,6,1,16,1004,800000,1760,0.5,0,8,1,2,3,33,182,735,713,41,1,2,57,32,48,25,4438,2952,6231,1.7,0.5
Mert Muldur,TUR,20,Sassuolo,it Serie A,False,52,1,43,806,690,29,40,681,0,1,0,8,1628,1,3,4,2,11,877,4500000,1273,0.9,0,26,0,0,3,17,196,633,1727,31,0,2,71,45,56,29,3610,2465,3629,1.1,0.9
Kike Barja,ESP,22,Osasuna,es La Liga,False,13,1,17,89,158,5,1,62,0,0,0,1,184,0,0,2,0,0,136,800000,313,0.5,0,12,0,0,2,8,48,101,196,10,0,1,10,1,1,1,934,638,270,1,0.5
Moi Gomez,ESP,25,Villarreal,es La Liga,False,79,4,48,1135,1300,51,19,921,0,0,1,3,905,2,4,11,5,20,1389,4800000,2319,3.1,0,26,0,2,7,47,426,1070,977,61,1,5,117,28,48,16,6108,3018,3848,3,3.1
Andros Townsend,ENG,28,Crystal Palace,eng Premier League,False,37,1,51,460,547,28,10,325,0,1,0,0,2353,0,2,2,1,13,618,12000000,1294,0.4,0,38,0,1,2,17,290,419,2520,23,0,2,65,32,45,20,4598,2294,1866,2,0.4
Rene Krhin,SVN,29,Nantes,fr Ligue 1,False,4,0,0,156,108,4,22,137,0,0,0,0,1243,0,0,1,0,6,192,1200000,327,0,0,0,0,0,1,1,32,101,1325,1,0,0,11,4,10,3,464,135,583,0,0
Flavien Tait,FRA,26,Rennes,fr Ligue 1,False,48,2,38,410,496,10,7,304,0,0,0,5,2283,0,3,4,2,5,526,4800000,885,1.3,0,20,0,0,4,28,213,401,2440,37,0,1,56,23,28,14,2987,1970,1309,2,1.3
Robin Koch,GER,23,Freiburg,de Bundesliga,False,84,0,8,1466,1238,43,155,1253,0,0,0,0,1205,0,1,0,1,18,1755,14500000,2705,2.6,0,6,0,0,0,28,270,1183,1286,31,0,2,77,41,59,24,7312,4309,8903,1.5,2.6
